,uuid,axis_x,axis_y,axis_z,origin_x,origin_y,origin_z,fraction
1267,6945d686-00fd-424d-9025-3bd28a7300a3,0,0,1,240.2142857143,-10.35,189.5,0.5569501636
1268,a48b411c-7edc-4193-87f3-a4e6958d7aef,0,0,1,0.0,0.0,0.0,0.9121373609
1269,f969057a-7a6d-4395-909c-9a7e6bb8d3e1,0,1,0,0.0,0.0,0.0,0.9448439756
1270,75f5b7ea-68a6-4762-b748-20a4d62470ff,0,0,1,7.4215621352,20.1448272837,3.9370000362,0.5526907738
1271,643f7e88-2f0f-4aa7-b31f-76a9e038bf3e,0,0,1,-24.347826087,31.3043478261,54.0,0.3152374381
1272,f563d03a-b2cb-4141-a32c-b8e0b9619761,0,1,0,0.0,0.0,0.0,0.9423898529
1273,d53058ac-9b23-430e-b85f-35a140c32bdf,1,0,0,0.0,3.1833851099,336.1022727273,0.3645864095
1274,dd262f96-381c-4a86-b6dc-78e0e9c14345,1,0,0,8.5724998713,5.7996667226,25.7175,0.5235842204
1275,278cc7c8-32bb-4922-b2c3-45f645cbe08b,0,1,0,-97.9591836735,9.5249996185,9.5454545455,0.7461086119
1276,ed75a40e-27f7-4763-8f59-a03cb2b7f95d,0,0,1,0.0,0.0,0.0,0.8553988042
1277,ba8d8c9c-a82c-4aa3-85b9-d8527e3f95f6,1,0,0,35.0,-29.3333333333,346.875,0.5988950406
1278,70e35642-5bc3-4ed6-9a64-da22c4ebcb95,1,0,0,0.0,0.0,0.0,0.6182772641
1279,3056b0f6-5baf-43b0-8d05-a76d0e5420a9,0,1,0,26.8514022147,23.8124990463,29.387716315,0.3449044924
1280,3184f3f3-aee3-4d0c-af58-beca36263d73,0,1,0,-25.7826086957,6.0,22.03125,0.8205043278
1281,d688f30f-1a5e-457a-9aa0-54c1984659c7,0,1,0,0.0,0.0,0.0,0.9978831282
1282,e556f3dc-1010-4ade-8ff2-d344793c9c8f,1,0,0,14.7206535339,-34.3314971037,-19.0224406123,0.725287284
1283,a6e9b7c6-bff8-4ab9-b91b-803eca52e879,0,0,1,56.7206757644,1.4276366915,1.6000000238,0.9173460077
1284,681e60bb-488c-41fb-96ac-dc3235933d18,1,0,0,0.0,0.0,0.0,0.4071716806
1285,04514fb3-221a-4c3e-aca9-0cfaf7d4400b,0,1,0,-17.3739919951,4.0,4.3713226318,0.5923704394
1286,581c69e5-e28b-438a-8048-58776784950b,0,0,1,47.71875,38.7613636364,-17.6796550751,0.4846217357
1287,dd33ca43-b4c6-4407-b439-2935a8103b5f,0,0,1,0.0,0.0,0.0,0.6975032267
1288,0940e068-8e00-4c5c-b384-46dc297a45f4,0,0,1,0.0,0.0,0.0,1.0
1289,a25a3331-d978-4757-9fee-5c69290a9fb9,0,0,1,30.48,-15.7032000732,-2.3359999657,0.5708293195
1290,fd59314e-9fe7-4faa-842a-155d9c15dc8d,0,0,1,-48.2025053236,-32.9899724325,-190.7899932861,0.4570383384
1291,933f4626-51ce-476a-9670-4d3a83ac112d,0,1,0,0.0,0.0,0.0,0.5925474114
1292,9758338c-623e-460c-bd18-2c721c8eff64,1,0,0,0.0,4.1316957474,-73.4391316953,0.4107985793
1293,fd5df4a3-0e5a-4a54-8dfd-71fd23db8867,0,1,0,-6.0892857143,0.0,15.0625,0.3928846322
1294,f40143da-59c1-4f98-b48c-bcb8626d9a69,0,1,0,0.0,0.0,0.0,0.9842753215
1295,2d2faa1c-ba80-4f1c-abd8-30f1ba74ab04,0,0,1,6025.0546875,-2317.0230407715,1.5,0.9212062862
1296,3b8bb47f-e489-4f6a-a0e6-432e44dbec1a,1,0,0,0.0339355469,45.0128097534,-78.7609329224,0.1704790772
1297,7cb77f3c-722b-4122-902c-f2eb8181b0f3,0,0,1,0.0,0.0,0.0,0.8103093057
1298,f54d2fa9-ff3a-44d1-8259-33a9043c575a,0,0,1,-21.1623137338,18.4212601402,-37.5824241638,0.4119611058
1299,3e415cef-6a27-4f5a-b0d3-ac2b11d61763,0,0,1,-10.4569524129,-13.1165256965,-6.0,0.5984433707
1300,26e7bbf6-f358-4549-82de-382e3848b969,0,1,0,-1.1906249523,3.0479999483,0.2381249905,0.4751657561
1301,f1409d9d-8f69-43b6-ab55-7e2a8898931a,1,0,0,50.5,-75.9972520139,-171.7727272727,0.7095306299
1302,07bd8220-4389-4b8c-9a78-00e3caee6c2f,0,1,0,68.2695426941,210.5125427246,220.1448446001,0.5207945237
1303,f7cc753d-0e49-41df-9fa1-bfb5b946abc6,0,0,1,0.0,0.0,0.0,0.756389525
1304,55ec59e7-57b2-48f4-907d-0de87cf72860,0,1,0,84.3766425638,42.9673461914,24.5,0.4306524988
1305,dfa22139-4d50-444a-9a05-d42674eca92b,0,0,1,30.569810663,-17.1923180819,10.2144576088,0.4439288292
1306,2f6a1374-48f3-45d1-bbe5-e2c1240bae9a,0,1,0,24.6242897727,0.0,11.5454543721,0.7351125168
1307,7f135cb4-76d2-4af5-8704-1060f4d1a471,0,0,1,33.7723041881,88.2543103448,8.0,0.7980445221
1308,ac0ed5e3-aae8-418d-a780-75db296fc1ce,0,0,1,1.3541666667,-12.7272727273,6.0,0.5527617842
1309,a16c865e-7b01-443c-8726-205b0994039a,0,1,0,0.0,0.0,0.0,0.9442414
1310,bc4f0c7c-40c2-4c7f-9d5d-e60366968015,0,1,0,26.3683184896,2.0949161053,114.4936884522,0.6428906035
1311,99cb2c48-2d34-4aea-9ab8-c96c4b2eeb05,1,0,0,0.0,0.0,0.0,0.8487719517
1312,4b5d3fda-f201-4288-a623-c88f5f312283,0,1,0,-17.1769772698,109.8564929962,9.15447855,0.2087289559
1313,4f0251cb-19b2-4cb1-82e6-387d3fd02ab4,0,0,1,59.5343238563,8.5731579661,0.0,0.4404388333
1314,8aa5d57c-5dd3-42a0-98ec-ce64963fe72e,0,0,1,92.2524611155,152.0303552151,-12.0395936966,0.576697277
1315,fdeee058-114b-451e-812f-9cbdf5eecc14,0,1,0,0.0,0.0,0.0,0.7808849256
1316,f06d0b44-bb9b-4f29-92a6-e7de06790d01,0,1,0,-45.1948711689,-2.5,62.9578104019,0.9691117859
1317,9f4c839f-2f40-4f37-9452-adf7a18ec73b,0,1,0,0.0,0.0,5.2187502384,0.4409045771
1318,468897f9-4d65-480c-8dd5-fae0dab7cfbd,1,0,0,0.0,0.0,0.0,0.4474937354
1319,642b7231-acf1-4b44-8a7f-67208d658ede,0,0,1,-16.8055555556,-38.8224746264,8.625,0.4678093506
1320,612cd2a3-4e95-4b36-bd4f-c5aea63afc25,0,1,0,0.8928571429,-3.9249999523,22.16875,0.5333492434
1321,7eccb7a0-ac5b-4076-b0dd-c85c0f6ca9f8,0,0,1,295.7002716064,-37.3099770979,15.25,0.9708378201
1322,8e2bca21-edbd-4bab-8c46-fb7d79b77836,0,0,1,-16.8103448276,-4.375,0.0,0.5554785246
1323,508003d8-f62c-410b-ba59-5af60f20311b,0,0,1,-0.375005881,1.3745466736,7.5,0.9083664484
1324,dce5473d-7029-459e-9e6b-b3d0748fcce6,0,0,1,11.0388604141,-184.4197472334,-8.3506000042,0.7755464811
1325,67e79284-101c-4a39-aa9a-dc98da544f66,0,0,1,39.1832642555,2.3023229327,12.5,0.4008837525
1326,e0eace78-96dc-4e1c-bd0c-0dcaace6f2dc,0,1,0,11.8170914901,3.5,-6.8713820885,0.4236500291
1327,72452e92-b336-44aa-b56d-1e9de191a02d,0,0,1,-1.4646159085,1.7853897702,3.9370002747,0.8075967529
1328,9d0466cd-c7fe-4e85-a634-3da9bc43cbf8,0,0,1,111.2439165115,79.5,10.0,0.7568708712
1329,4ce3feca-27ad-487c-bbbc-10d74eec695f,0,1,0,0.0,0.0,0.0,0.9407875326
1330,f1fff1f3-a479-40db-992e-10509b31f0e6,1,0,0,-732.5626220703,-452.5483398438,-610.0,0.1280346368
1331,4ffb8465-1af7-4075-9b83-5c4041eab7c8,0,0,1,47.4390096635,47.4395160615,150.0,0.9556622385
1332,9067cb80-8007-4200-8720-8a3af345462e,0,0,1,0.0,0.0,0.0,1.0
1333,7bb6a376-b670-4481-949a-75cbdc5b5b57,0,0,1,34.8214285714,-66.9642857143,20.0,0.7126981297
1334,eee159ae-48b1-494a-855a-0372dcf380c8,0,1,0,0.0,0.0,0.0,0.2942022586
1335,5f4d11f9-c7a8-4e84-b1e1-62adbd7a3283,0,1,0,2.7939999898,0.8853187561,107.900390625,0.5130241029
1336,92b1d6ab-1cf3-44e0-8ff0-1fe799245dd2,0,0,1,0.0,0.0,0.0,0.9870819407
1337,4336d893-10ca-452d-a97c-a684f8873959,0,0,1,0.0,69.5097942352,116.1243515015,0.1395749566
1338,5a8b250c-8bff-4b3a-9390-24e9e3c8738c,0,0,1,60.287037037,-38.2237295508,8.6499996185,0.4622717731
1339,63d85921-ec7b-4184-ab7f-6bace87afa62,1,0,0,-5.5,-40.4761904762,-0.8333333333,0.3799342027
1340,d570a25c-4921-4881-a846-db4363be6649,1,0,0,0.0,0.0,0.0,0.3652548641
1341,6ab197e6-9a94-48bb-a2e7-229f581a7722,1,0,0,36.0,191.3043478261,38.3333333333,0.3924693335
1342,2a2dbbcf-a787-48ee-96af-951b33052689,0,1,0,27.1724137931,13.5,23.0,0.478418359
1343,ac63145f-32ca-4012-ae22-8d2957360b60,0,1,0,-115.9184782609,-19.6646857262,15.0,0.4039584076
1344,da331e7a-8956-4dac-8321-aaf2ce62258d,0,0,1,-1.0954545628,26.5920007324,5.0,0.4264959382
1345,5064efb7-e0f8-4c74-8cbe-74d5087957f3,1,0,0,1661.2921142578,-2032.2451615767,50618.0490579044,0.1830259573
1346,6eca7553-7ac2-457b-a132-956d7c1ca96c,0,0,1,884.0021837023,-545.1503208705,307.0,0.3673280896
1347,469c0732-7ade-4522-930d-29b700928c74,0,0,1,37.1445524395,15.8790622524,0.3981389999,0.2839885545
1348,244b43de-1d3a-4d08-ab4e-820ce7412293,0,1,0,-54.9193548387,-37.0499992371,73.4166666667,0.8693803916
1349,cc591c1f-7d49-48ca-84c8-070e21ab4e76,1,0,0,0.0,-1.555996528,27.4999999997,0.3305628236
1350,a4c04dc6-80ea-4205-a0d7-7180a403dbed,0,1,0,0.0,0.0,0.0,0.9921
1351,c955ef8f-406c-4235-8d69-0dc357f152b2,1,0,0,0.0,0.0,0.0,0.3941146226
1352,5f81bb57-7402-4fdd-b6e3-97e263e1a210,0,1,0,-8.3749997616,-5.3500002027,65.8905897701,0.7549194867
1353,9e2a94f7-e4c6-47e6-8d1f-69abfb7c2a13,0,0,1,-14.970813201,-0.6349315643,-3.3643512726,0.7150716621
1354,58e7d6c1-cb50-4bd7-a540-2b6515d38277,0,0,1,19.1361108091,19.1361108091,-16.5499992371,0.547590459
1355,b16a91ec-0b6c-4a80-a320-6aeccbfed3a7,1,0,0,0.0,0.0,0.0,0.7422
1356,459a2311-5eb3-461d-82fb-ffd229e83e74,0,0,1,-10.5433960681,-0.6667500257,1.1430000067,0.7227974218
1357,67f288a4-5376-4191-9784-7fab783a1f25,0,1,0,-158.7594104395,0.0,92.177211753,0.7947599458
1358,49c007fa-4a75-4a0f-88a6-03e0bd0de7a0,0,1,0,0.0,0.0,0.0,0.9728245417
1359,ae5a38e0-a1db-4341-a0da-3981ea2e15b0,0,1,0,0.0,0.0,0.0,1.0
1360,7f8e018c-e7f7-4a75-ada4-b8d42c87199a,0,0,1,7490.4125976562,-616.9090062192,1.0,0.9578554079
1361,1a63c9a6-f629-4a52-8440-fead44a50a28,0,0,1,-387.3168864531,447.7910766602,669.3065490723,0.2129569414
1362,0c5280a8-21ed-406d-b1b7-dac54863be41,0,0,1,18.78125,35.19140625,5.0,0.4370982497
1363,c8ec2702-af33-4270-8bcc-f494df1066e5,0,1,0,0.0,0.0,0.0,0.714429182
1364,ce911074-68d3-464d-9fad-0b33888772f3,0,0,1,15.6,-31.4736842105,4.4000000954,0.2645113347
1365,c3fb53d7-0426-49f0-81cb-9c423836f2c0,0,1,0,20.0025003433,3.1749999523,0.0,0.6211072938
1366,72584f0c-5e3a-46d4-91f2-b82f4da74cd6,1,0,0,-400.791595459,159.2400576943,441.8692626953,0.2711853182
1367,60a1240b-dd45-441b-9f81-551c72c26c11,0,1,0,-1.0990384909,15.875,9.5249996185,0.4886906617
1368,820c01d5-1d76-4d0c-abd2-b112911e439e,0,1,0,17.2500004768,0.0,0.0,0.9762
1369,182a9aa9-12c8-43cc-a607-391f666219b1,0,0,1,48.0,56.0000019073,7.5,0.9336400986
1370,8c9856dd-bfde-4f3f-9bbd-cf4320f03d5b,0,1,0,1.0168861389,12.7874999046,13.3958851894,0.5443495307
1371,1e70d5c5-cd75-4e03-8f5a-4c6686d4a977,0,1,0,210.655880928,-47.5,9.3437824473,0.9323270964
1372,ef0fac3b-8584-45d9-be2e-7bb3f249d6d9,0,0,1,30.1694129495,63.8800010681,15.1750001907,0.58624527
1373,d8a4f097-1c60-4a47-b3ee-fb3fe66f26d5,0,0,1,120.5218381015,103.0218578685,4.1169509888,0.5652896269
1374,6f963e1b-034c-461a-82e0-0be1d2eaf201,0,0,1,0.0,0.0,0.0,0.8954436761
1375,0b639a99-47f7-45ba-a484-9c27170c1f43,0,0,1,0.0,0.0,0.0,0.9461273309
1376,3a664f04-4d21-4d20-85b5-ab17176d7b40,0,0,1,441.3135223389,-805.4399367112,115.5000915527,0.1875640152
1377,e4aab6b3-7557-4466-ab50-f7d645daf4e2,0,1,0,-62.9428717825,-23.9500007629,-65.8260024071,0.5000003556
1378,60b63d81-dc3b-44a0-ace9-29866e1f872d,0,1,0,0.0,0.0,0.0,1.0
1379,4895d064-979a-478e-b63c-6e6796fc8e36,0,1,0,-31.875,0.0,9.375,0.4504030738
1380,fdbc6abc-b36c-471b-871b-0da9e5245fd0,0,0,1,0.0007915497,0.0007915497,9.75,0.6182509225
1381,4644ce69-35e2-4139-8d18-1bff0399c30d,1,0,0,0.0,66.1649125555,18.0974992752,0.7668831535
1382,3b372634-8cca-48fe-9934-fe593991382a,1,0,0,174.7823107243,95.7183757935,17.4683165153,0.5216727328
1383,5f3c66a3-9f1a-4114-b076-d9326e7c6ded,0,1,0,-3.9538309198,1.0001068115,-374.7194330427,0.5401185792
1384,4cc240d1-867d-4cf7-867b-aeba096d02aa,0,1,0,547.7909613037,23278.955078125,-1013.8702583313,0.6408704743
1385,daf707fb-f34b-436b-a514-e44b8927b486,0,0,1,0.0,0.0,0.0,0.9808
1386,09d6f9eb-6c38-4bba-a8d2-4a62d61d4daf,1,0,0,2379.7486572266,259.1152857372,56.5467007425,0.1155878645
1387,48fe8f65-21de-479f-8f12-f48880eca1a0,0,1,0,98.4249985218,0.0,22.2250005934,0.9056621518
1388,b18ec7ff-e879-45e1-a947-e0f55d8d6a95,0,1,0,0.5109062195,-16.8803822994,-0.7131714821,0.5187233745
1389,747c7a50-0061-4857-96e8-2f792d5c08f5,0,0,1,398.8970588235,536.8421052632,12.5,0.9005030557
1390,df36f776-6db9-43f0-9383-7b32716b1fd3,1,0,0,0.0,-34.2857142857,-112.4609375,0.4643710644
1391,9ec93368-c38c-4a69-8d81-4331db83445d,0,0,1,0.0,0.0,0.0,0.8679354036
1392,5b6026b0-a3fb-4824-bb4f-9f5fb3916cb2,0,1,0,157.7205882353,20.0,-42.1875,0.56937955
1393,159d50ae-f3c6-4c72-b1aa-b5b92fa7395b,1,0,0,0.0,0.0,0.0,0.9501
1394,b88c9030-7155-4dee-9111-9dca45b8ce0f,0,0,1,-11.6666666667,-116.9206349206,5.5,0.5905086947
1395,43fce427-c628-4102-a78a-ffedc1ec6dff,0,0,1,74.4772757424,41.9126409912,14.0,0.5241352798
1396,cfaca9f9-e3a3-41b0-90ab-8a15dbad1028,0,0,1,0.0,0.0,0.0,0.293637475
1397,4206190a-bc7a-4108-bd52-9be6b9a1be2c,1,0,0,410.0,338.9090909091,3.0,0.5581743919
1398,a3d12ecc-bcea-4062-8ce7-1ee4d91042d8,0,0,1,19.2763157895,30.0,18.5,0.6057438499
1399,b49cf417-6d4b-4aca-9ed0-5d4c9ae60cf4,0,0,1,0.0,0.0,0.0,0.9975000803
1400,adab3820-9078-47fc-b53a-993a5e29be5e,0,0,1,0.0,0.0,0.0,0.8343427107
1401,05d98008-344e-467f-bfef-2acfc23e7481,0,1,0,0.0,0.0,0.0,0.4657323753
1402,a406a61f-3704-4282-af4d-5bd6b0ee25f4,0,1,0,76.7368421053,66.5,144.3194444444,0.3655244008
1403,b4174887-e3c1-4e59-a1c9-89f805858116,0,0,1,117.5564117432,21.3518751383,0.0,0.4533620101
1404,54f30da1-84c5-44af-861c-f6ac1e5e4848,1,0,0,-109.0266609192,21.9210653305,8.4607816935,0.2511927935
1405,01642486-83a2-4c14-aaf4-53fd1bee242e,0,0,1,107.4561085057,-6.7602821589,0.0,0.7562364169
1406,2f5ce512-2610-4b27-aa19-0584caf56bd6,0,1,0,0.0,0.0,0.0,0.7676105995
1407,06819e64-65b0-43a9-81d8-3b817b07a632,0,1,0,-238.8157894737,7.5,-110.15625,0.6669836845
1408,52a3678b-beb4-4b9c-8230-90773e60456d,0,1,0,2.4,-5.2311501503,-19.7142857143,0.4893587862
1409,684963a1-0bcb-47ee-8fff-9631d1d7511e,0,1,0,174.0623592013,-9.8261998594,-83.8020793625,0.3625994361
1410,5a614261-e383-4e93-b7fd-ea9cba671e4c,0,1,0,0.0,0.0,0.0,0.9509088895
1411,b71e4aac-d914-4148-902e-51048f4bd46a,1,0,0,0.0,0.0,0.0,0.6061581516
1412,88975237-36d8-4bab-a75e-7af1b3274dfc,0,1,0,-3.6345312699,-20.170981884,10.5416666667,0.4104964446
1413,e97b66e8-878a-48aa-a9c6-ed6d4b6c0eaa,0,0,1,0.0,0.0,0.0,0.7974482715
1414,35130415-1161-47ba-a5e1-a7f98f8e6068,0,0,1,-30.2361602783,0.0,-6.3499999046,0.5963399257
1415,ca7964b7-66a3-41bf-a883-8019f80445a2,0,0,1,178.6458333333,193.2291666667,10.0,0.9075943191
1416,bd6b3ef0-0d5d-4714-a67e-9b150c86e81e,0,0,1,21.9624997382,10.4480003978,-2.5,0.7502331607
1417,192d13f5-b49c-4f51-8d30-f6e341f046cb,1,0,0,0.0,0.0,0.0,0.9414473477
1418,bbb742d8-1f4e-4163-8bf2-b4528475f520,1,0,0,-0.0999984741,-4.8344442579,72.8035714286,0.6601512292
1419,81a18ddd-c90c-4e07-9aca-c91c9d3bbfbb,0,1,0,48.8805621919,-64.3999996185,34.4538355782,0.4960589473
1420,048e2eae-03fc-40cc-ad08-54d6c39e3ce4,0,0,1,0.0,0.0,0.0,0.2014025288
1421,78b07a7b-7273-43c7-8aed-0bc29ddfb5c2,0,0,1,0.0,0.0,0.0,0.5588241264
1422,ecb5ced6-9e0f-404c-8c64-9362598ac0ae,1,0,0,117.7326316833,51.1917259693,0.4636209011,0.946920102
1423,75fa8113-3e4d-4fcd-b91c-504260d996cb,0,1,0,97.8549777985,57.4440102577,141.5895032883,0.4732075378
1424,63b7cf74-44cb-494e-a9d4-422ccec27e7a,0,0,1,0.0,0.0,0.0,0.61210813
1425,b2d43b2b-7428-4590-9638-f85ca635ca17,0,0,1,5.2572956937,15.94020684,0.0,0.4105293492
1426,fbb0f377-2b73-48c7-b9fe-62e68c0cd3c8,0,1,0,0.0,0.0,0.0,0.9162519629
1427,7a3fd7fb-b3d5-4048-a903-b2aa4b8ca8a9,0,1,0,0.0025558472,68.0,-0.0025558472,0.8804131415
1428,77726053-1e3d-4d06-a8e2-5e289f94616a,0,1,0,49.7840008545,19.0499992371,-33.5138888889,0.5003936342
1429,7452d339-51b4-4599-8e01-f6c20b3953c1,0,0,1,0.0,-1.341071197,4.8500003815,0.3826895147
1430,70656480-6109-474e-8543-4812e0607972,0,0,1,77.7242774963,10.1447107066,6.5,0.7755192852
1431,b06d1f9a-cbd9-4b8c-a597-e14dd2ada710,0,1,0,-52.6527777778,9.0,80.3064516129,0.8346960197
1432,77540e94-c556-4d76-967c-1725902d6ae9,0,0,1,20.1315789474,66.375,0.0,0.3436720914
1433,8149d880-af07-4bc1-b961-cfd05ae2e7d7,0,1,0,-96.9818167253,9.6527404189,-45.8333333333,0.7785315996
1434,e38d96ac-a815-4d2a-9280-1b55953c9146,0,0,1,-145.2149398592,-118.3333333333,313.8218345642,0.4360606782
1435,73841550-a988-4bc0-ae0f-a26d18ffc674,0,1,0,0.0,0.0,0.0,0.6625837335
1436,6dc07b37-0a2a-4818-95c6-24f59c31df72,0,0,1,100.4638434223,114.1245977879,5.0100022703,0.5708646995
1437,c0db11a6-a8ab-4342-9a1b-a123c7e5fa8e,0,1,0,31.6173320611,18.5,6.875,0.4584626598
1438,f9880090-c5f3-48ee-aef6-efc58859993b,0,1,0,33.989642552,-0.75,-0.9722222222,0.9754675789
1439,6286ca27-78cd-4195-afd2-e8e3d80644e1,0,0,1,5.6816654205,229.1693047418,-65.4408302307,0.1232185735
1440,6dbe1d38-115d-4b46-8f19-1d650eb6afed,0,0,1,107.6086956522,41.6,5.0,0.7210753123
1441,5d692502-d198-4303-a0de-721ed414bcf6,1,0,0,0.0,0.0,0.0,1.0
1442,5a121ef8-b3e0-4120-b84e-0fabf7885818,0,1,0,616.0,-21.0,243.7647058824,0.6775150038
1443,5ad5bf54-8812-435f-ac18-91d99db6538c,0,0,1,96.4743589744,-6.09375,4.0,0.8734800117
1444,7aa94c16-6efd-4081-a1d8-c5de5cacb972,0,0,1,-5.0,81.6666666667,6.0,0.6537398852
1445,036f06d5-067f-41c5-a6b1-1f2f1ac1d34c,0,1,0,288.4615384615,24.0,-78.125,0.4490627945
1446,563cc3d4-430c-46f6-b5bf-c3ed3eb1db88,0,1,0,0.0,0.0,0.0,0.3472943123
1447,0d6b576d-3a36-4435-950d-6f9069ebb28c,0,0,1,0.1730769231,-2.5576923077,3.0,0.4370534323
1448,e55efc2f-6590-4382-94bb-61ea0ada688e,0,1,0,73.2385021845,102.0942735672,148.6393000285,0.9075372799
1449,3eb9ff7a-cbbf-43ce-a4e3-86e6bff80842,0,0,1,21.7159090909,-41.0076853434,5.0,0.8577930876
1450,245d3b71-95ca-4010-b292-ce6a50bce264,0,0,1,237.9166666667,921.7021276596,-376.299987793,0.8706906136
1451,78e3692a-761c-40a8-ba7a-e7dcfb4f717e,0,1,0,0.0,6.5,-16.0,0.7545021807
1452,b97d6dc1-e742-43d4-97b9-af3c499f59d3,0,0,1,0.0,0.0,0.0,0.8797627547
1453,d7423409-0523-409a-b87f-929b4d6901ac,0,1,0,4.4488636364,1.4957657605,-1.0384647667,0.5516843388
1454,9504306d-5ab3-470a-8f1c-22c91cbc0eed,0,0,1,27.5,4.675,8.0,0.3466844248
1455,74ca2618-aba8-46fd-a8dd-f25afd8898a5,0,1,0,0.0,0.0,0.0,0.7484806161
1456,52703fc3-c3d0-435e-ad29-2ed9d64a776c,0,0,1,-97.4394741058,77.4156663418,13.8141708374,0.2019963696
1457,a78245aa-dde8-467a-b24c-2f73116a70b9,1,0,0,0.0,0.0,0.0,0.6269224479
1458,db3f4b35-8de3-4065-ac39-ba1a1254ca09,1,0,0,0.0,24.9722222222,-71.5576923077,0.4817145032
1459,84086bed-4ff2-45fa-9603-4bf028f5825c,0,0,1,-6.92542319,-24.5927935405,-6.1912498474,0.3788950474
1460,2a91af47-7614-49b0-b3bc-b8c154c9a1c5,0,0,1,-2019.0636698405,-92.1576891679,450.2168884277,0.9000206728
1461,97730cd9-c11d-4c84-b80c-0e03c8d9360e,0,1,0,0.0,0.0,0.0,0.52774084
1462,e78f6172-eabc-4a8d-974f-5f99f23d1f94,0,0,1,-11.9944515228,18.1683331728,0.0,0.4899286493
1463,c7819468-564a-4ce5-a065-9be94774c760,0,0,1,0.0005574226,0.0005574226,0.0,0.674682439
1464,a9b883b1-03d6-4827-a052-d9ae08baf0aa,0,1,0,0.0,0.0,0.0,0.6942563488
1465,6b7f2041-0c62-4a45-9667-6f547ec9e8a9,0,1,0,-48.5389291864,752.0405883789,286.8693954945,0.8424026901
1466,d254325a-e5bd-4f33-9839-b8c479101a19,0,0,1,0.0,0.0,0.0,0.3787079095
1467,b500eef1-ad53-4e74-9144-e8df53fcea3e,1,0,0,6.3499999046,76.4070672574,0.5953124762,0.537377793
1468,a1b6b734-cb79-40d6-a34e-6dcdb8daeff7,0,0,1,-74.676003418,33.0918686207,-3.1749999523,0.9721918008
1469,ce291af0-26c1-43df-84f5-ba93b258463c,0,1,0,21.6262860979,10.4774999619,-23.4284766061,0.5763627505
1470,491ef67c-8243-465e-a5ee-0913662d2433,0,1,0,91.4,0.0,-11.364619573,0.4874631587
1471,fb7be985-4cfc-44fb-b789-3e5be6aca5e5,1,0,0,0.0,56.0493342082,-115.1969359517,0.6726639651
1472,0d386c26-f5a3-4c08-837a-84c9eac6586e,0,0,1,-25.1845710754,20.6086370295,2.3276720047,0.4303357536
1473,c8419132-b7ad-4ea2-93db-89b850734f61,0,1,0,39.78125,-2.0,-24.4285714286,0.4062057688
1474,81f52712-4063-411f-b58b-6bcd03c983e1,0,1,0,32.6120689655,2.9749999046,24.5238095238,0.812728194
1475,5da94a10-682d-4817-b3e7-b343cabbbc18,0,0,1,0.0,0.0,0.0,0.9039406681
1476,08dc3ae8-b46b-498a-89e1-cacd7aefe710,0,1,0,1.5916647911,0.1000000015,4.9454779625,0.9901972278
1477,253b0758-26e3-46ec-96fb-497fac4c5c54,0,1,0,132.7068965517,7.5,-59.0416666667,0.7500136803
1478,3a83d211-ebf3-45e2-93f2-d9dde061e4a1,0,0,1,0.0,-21.1359750748,3.1749999523,0.7025348061
1479,0d308c97-1b2c-47ae-b891-96dd180de733,0,1,0,0.0,0.0,0.0,1.0
1480,4cac1852-9ff4-4de4-98d0-c9bcf1ff8063,0,1,0,0.0,0.0,0.0,0.504600074
1481,93aceb88-3afa-49e4-ac99-045bedcca0b3,0,1,0,15.9310344828,0.0,4.4117647059,0.7135275667
1482,61f2bd00-e98e-4e5c-b45e-6c06bbda1c12,0,0,1,-135.6793079376,2.127499944,2.5,0.470990807
1483,ff928ca5-0593-45f3-b806-4603e87d8f24,0,0,1,-2.7272727273,-11.5611345543,0.0,0.8592768472
1484,ed28f04e-37f2-4264-87a3-ac40cd66dcaa,0,1,0,-35.0,-27.0,56.8965517241,0.5637757278
1485,2b5e13cc-af08-4de2-b7b0-a87d10b46b5e,0,0,1,-14.914893617,-5.625,3.0,0.768918522
1486,7d58594b-e387-4468-8818-ef653aed91e9,0,1,0,0.0,0.0,0.0,0.9989420504
1487,078cc7a9-4fd4-404a-849a-184b9990c955,1,0,0,0.0,-2.503612566,-33.1517744908,0.4109617606
1488,230a51f7-b3b6-4fe8-88f1-7d4cba3f0dd4,0,0,1,61.7399289703,4.2585639954,-6.7249999046,0.4433657323
1489,b478e304-c6c3-45d2-9c93-932496207157,1,0,0,0.0,0.0,0.0,0.9907550516
1490,40dd2bdd-cf67-4513-bc21-b703520cf367,0,1,0,-8.75,3.5,3.2,0.7470517793
1491,ec13b67c-4f56-4028-bdc9-bd80f032b2b4,0,0,1,0.0,0.0,0.0,0.7609179626
1492,88dba8cd-6b9c-4c46-9f06-a07966775334,0,0,1,-1.4193548387,-1.4117647059,0.8500000238,0.4961869663
1493,352898c7-6512-42ab-85a9-7965b9bdd5a9,0,0,1,-14.375,6.875,12.5,0.5348519347
1494,b0e18933-2d30-4120-a552-2f16373d567b,1,0,0,1.7044906616,20.1906967163,53.9849390101,0.1076771901
1495,0c3791bd-3e37-480f-9765-e40f60de9df3,0,1,0,-50.6794014772,-12.6999998093,-0.7547940678,0.5897030706
1496,374e306e-1272-4862-87fd-707e7215b735,0,0,1,-0.2303571531,1.1484375224,0.6750000119,0.5553565509
