,uuid,axis_x,axis_y,axis_z,origin_x,origin_y,origin_z,fraction
61,58b96bed-f6bd-427a-9c75-8299545358d6,0,1,0,0.0,0.0,0.0,0.9642017771
62,efc127a8-07ed-442c-a72a-29d5707544d9,0,0,1,0.0,0.0,0.0,0.4771574639
63,e81b92a7-aa57-473c-bdba-7f546d25cdff,0,0,1,55.0,23.0,6.0,0.510075551
64,394273fa-2f32-48e8-966d-abc4acac9344,0,0,1,-49.8101473138,-0.7811431885,10.0,0.6894520031
65,8aeea3da-36f4-46c5-b537-e34d40a45802,0,0,1,43.4444639418,13.6606872082,5.7499951124,0.4677797574
66,2a0aac32-5c5b-4ef4-a4bc-5184a7979f48,1,0,0,31.4558448792,-8.7083333333,-0.6574253355,0.3010646013
67,c3359263-31d2-4293-b4a5-c978175c66d4,0,0,1,0.0,0.0,0.0,0.9619140523
68,4ce28fff-c52a-4d1f-94d8-4f01526866c1,0,1,0,0.0,0.0,0.0,0.9890588041
69,fc0cac91-7c04-4ea4-ae70-9545152effad,0,1,0,0.0,0.0,0.0,0.9476476832
70,877f3a3c-3f3e-4ca2-9e17-c7f94522aff9,0,1,0,-44.7416666667,3.5,0.75,0.4071006573
71,1874e5d3-6bf4-47d2-8bc9-34dc3041171d,1,0,0,400.9037475586,30.0,69.1088515795,0.5315002981
72,013e0a75-8d39-4e89-a59c-2c26ce11eef5,1,0,0,15.5,40.0,-54.7826086957,0.4452965599
73,fc9d9e46-84f6-4313-8251-c8c209f9d4d9,0,0,1,236.9051374708,26.9914550781,12.0,0.3911979142
74,6cd97cb4-982b-46c6-adc3-20ec29b8a7bb,0,1,0,0.0,0.0,0.0,0.8350351987
75,a65a262e-68fb-4959-a437-a66b5e359535,0,0,1,0.0,0.0,0.0,0.7796793851
76,38d01af6-535a-46fe-9d75-df591b8facad,0,0,1,28.575,1.9049999714,3.1749999523,0.4691690497
77,a5860ac7-a57c-4caf-b7d4-faedfedf03ae,0,0,1,9.127272866,-59.8541666667,4.5499992371,0.3603671967
78,f58a41d5-05dd-4c6d-9ac5-27a11c544c23,1,0,0,654.5206298828,183.9491506723,-4.4369864831,0.3728225747
79,47978024-a8d6-4479-8c97-a534391f4182,0,1,0,-0.9285714286,-0.0679461956,0.0714285714,0.3247657553
80,5474d7d0-f214-429e-a946-62656bf80aff,1,0,0,0.0,3.1099994659,14.3801528706,0.3711694982
81,83ebe8b7-4313-4a27-ab3d-a2d2745ade7d,0,0,1,0.0,0.0,0.0,0.4371918966
82,6535f6fd-9dea-45fb-b769-69069ae995ac,0,1,0,-17.8612792969,9.4233999252,5.7284453897,0.5419580026
83,82d684fd-d68f-4bb5-9f64-29241466f9af,0,0,1,-8.7140695027,-1.6665929159,23.0000620547,0.3159270373
84,ef6ed0fb-6257-474c-9a51-119e1b423e27,0,1,0,0.0,0.0,0.0,0.6493892688
85,7d44f432-ef18-4362-98bc-c0ea224e97d4,0,1,0,0.0,0.0,0.0,0.9875947548
86,5eeacd47-2cac-406c-be7f-2eb418b2e1a0,0,1,0,2.4553334554,0.0,9.9218754172,0.4519755016
87,f7d9c8e6-7ccd-486f-a4a2-c4893fc20c3c,1,0,0,9.1000003815,-20.2736079775,20.460416913,0.3691205243
88,7134976a-515e-4678-b762-630a2162bd3a,0,0,1,0.0,0.0,0.0,1.0
89,aedbdcc7-4807-49a9-b568-f4b108162266,0,1,0,0.0,0.0,0.0,0.8931452518
90,b92a6ea4-102c-4620-be08-fccca83f742e,0,0,1,0.0,0.0,0.0,0.6089125577
91,d4e3a021-78da-49f9-836b-83e42d1266c1,0,1,0,0.0,0.0,0.0,0.8751771428
92,b5697d90-008e-441a-b259-89cc897ece49,0,1,0,-57.8392148485,-6.5,0.0,0.4059959139
93,8956e20e-f45c-4fb6-b53d-fe037d20e706,1,0,0,0.0,0.0,0.0,0.9194010291
94,f326beff-c05f-4c9e-8e45-86ec3fa92c5d,0,0,1,0.0,0.0,0.0,0.9619378688
95,e5224485-1d0c-422e-9da1-aad50fc188f8,0,1,0,39.4736841227,10.0,136.7410714286,0.418147086
96,bc585b9f-fb6e-45dd-8765-6a49b85c8a20,0,1,0,0.0,0.0,0.0,0.7015274964
97,563149c6-84b5-4d14-962e-a07cb5d94c33,0,1,0,411.6213780453,58.0427463055,666.8002052307,0.1924740862
98,1e0801da-46fc-4364-87f3-b911625e4b48,0,0,1,-0.5525797367,601.9695884303,-95.3776931763,0.7831417978
99,8d3cd602-585d-4269-b258-20d21bc245c0,0,1,0,0.0,12.6999998093,-16.0655004883,0.591156441
100,3c5feb79-bf6d-4409-bffc-1e39ac1902fc,0,0,1,0.0,0.0,0.0,0.8251458784
101,d3bb0435-b1d7-43fa-8952-63162c2033bd,0,0,1,0.0,0.0,0.0,0.8473943266
102,1de60118-3d38-44ac-8051-672e77aaca89,1,0,0,0.0,0.0,0.0,0.5348661399
103,8c2bfcde-8ab9-4517-8596-5c7dad27f76d,0,1,0,0.0,0.0,0.0,0.5723284678
104,493bb2e9-6294-446a-b291-9272a8777284,0,1,0,0.0,0.0,0.0,0.9250980562
105,cce6de5e-4409-400a-addb-55a5fe76a896,0,1,0,0.0,0.0,0.0,0.9667668783
106,50329229-9dad-41c4-96b0-b0dc25fb7ad2,0,1,0,18.2092531621,0.1270000041,-23.642637682,0.9826906084
107,b058a44a-98b6-4ee4-bfeb-d8eacff7d035,1,0,0,86.5187492371,0.0,12.7000007629,0.9696427649
108,065ab74a-6ff9-4364-8214-0d7da1f8a1bf,0,0,1,0.0,-1.34375,-0.75,0.9101474899
109,45a443ea-ad52-4d80-8a0b-77fd080b9da3,0,1,0,39.3902038125,25.9638404846,31.4324987411,0.2387136815
110,0d031491-b71a-48f5-a6d8-d535d24777a9,0,0,1,0.0,0.0,0.0,0.829530694
111,6b1f5eee-ae68-4330-9c0b-ef3d596a4f8e,0,1,0,-0.371630393,-19.6366271973,93.2944526672,0.9460469853
112,7881f669-8f92-41d9-8a43-9eaec320376f,0,1,0,0.0,0.0,0.0,0.9079384058
113,07ade6d4-b212-4e62-9790-b0544c642bdd,0,0,1,0.0,-9.5163167173,153.6911582947,0.3754096454
114,43ec9e32-e071-4988-a4a5-1f99e6db09ca,0,1,0,-196.9928665161,800.0,250.9999923706,0.9637694825
115,c485cf8b-7d15-42a6-9627-2d4539bcdb28,0,0,1,-83.585200429,14.0004043579,-318.8548126221,0.8720158873
116,42e038e9-8e2f-439b-b3dc-f86012abbace,1,0,0,0.0,0.0,0.0,0.3861558498
117,3e2f7326-8765-4c06-8ac6-1fda48c01c17,0,0,1,25.0,25.0,25.0,0.4765305758
118,f9230b7e-c910-466c-842c-4ec15fb6d9c5,0,1,0,0.0,0.0,0.0,0.4467459024
119,3ca462a5-aeef-48fc-81ca-b27262d6d914,1,0,0,0.0,194.6355392456,1685.0574501439,0.3939148256
120,b3f5271e-83f7-4173-bd61-02397bb14bad,0,1,0,-59.1428571429,80.0,8.9333289124,0.3743920007
121,8a80a5ca-3673-4864-bffc-01859d443176,0,0,1,-3605.9301147461,928.3096160889,281.7716369629,0.5427706058
122,bbe3ef0b-c293-40dc-a9b8-57abaabf6e93,1,0,0,21.4312496185,0.0,0.4989280701,0.983458835
123,660f33c3-b406-495e-a0c7-40fb9efaf49b,1,0,0,14.5,16.9230769231,-51.4782608696,0.7006106941
124,882b25fc-3ce1-4c69-a39d-f69dfa0487b3,0,0,1,59.7580645161,-40.7142857143,1.5,0.9917364341
125,10330c0b-6806-4703-bdc9-29f550b89f2e,0,1,0,0.0,0.0,0.0,0.874152095
126,27922c5a-791c-4cb9-8e8e-56efa7b1c3c0,0,1,0,120.1086956522,7.5,-210.3571428571,0.5495145295
127,cc11ce3b-5758-4cf6-a609-d2b8d9beb637,0,1,0,-31.5151515152,3.5,12.890625,0.5204326765
128,856b41cf-d873-4f82-96c6-f176507ff9ce,0,0,1,48.8579836759,18.2083333333,20.375,0.3781076912
129,7e38f7de-3628-4d35-8356-0d2cc6956c7f,0,0,1,-24.0625,-46.2828947368,3.0,0.9380414167
130,b011a072-c1ed-4cdb-8c84-16d7d1577c7a,0,0,1,-298.8016281128,32.3571910858,-101.0492305756,0.2532902392
131,a2d78d89-191b-42ed-b26c-a0a0303f2758,0,0,1,0.0,0.0,0.0,0.4360668945
132,862c7919-abd4-4b05-93fd-e69dfb77268a,0,0,1,0.0,0.0,0.0,0.991203441
133,da008617-0e1f-4a95-9d9d-bb40a0c39b05,0,0,1,55.0,65.0,33.0,0.3608030373
134,6bdba883-a485-4562-bcd2-2dfeedbe6433,1,0,0,0.0,0.0,0.0,0.4347981682
135,a82e87ae-d5f2-41be-ac5a-7dd64becaae0,0,1,0,-1.9911221713,22.8600006104,7.4243406653,0.4080868285
136,ae05ceb7-39d8-4192-881c-1e190e60d2f9,0,1,0,0.0,0.0,0.0,0.54574142
137,fba433e0-7e1a-4267-bf41-ecca09b0a782,1,0,0,22.25,0.3333333333,0.0,0.9114683387
138,65dd84da-5b85-482a-8d8c-727af274b090,0,0,1,-9.9305555556,-9.9305555556,0.400000006,0.9826824434
139,70c6c1cc-c987-4245-b21c-4b07598cab11,0,0,1,9.9338421822,48.2400732557,3.0750000477,0.643503918
140,a40c1d3c-2011-4e39-a888-5025b40d8dd6,0,1,0,27.802703445,91.1482124329,131.683121109,0.4207461891
141,a44ff5e8-55e6-4573-a134-a4a5bf8ce343,0,0,1,0.0,0.0,0.0,0.7671114267
142,8b483a81-6743-48d8-9e3a-037152066c39,0,0,1,0.0,0.0,0.0,0.8474859141
143,2724848f-4df7-4a4c-9955-8092922a30b6,1,0,0,4423.2626953125,-35.9113575328,1645.3214222301,0.6150264165
144,e5515e60-33cc-452b-b43f-e0bcb27702bb,0,0,1,-102.0408163265,53.90625,0.0,0.4618216057
145,f031cbe6-33da-439a-98b6-8a9f84c10c28,0,0,1,27.7419354839,5.1,0.0,0.4364224408
146,40a1aeae-ce65-4513-ab6a-99085144c671,1,0,0,0.0,27.6041666667,-14.6363636364,0.445970553
147,5e95ea36-746a-42bb-b881-9706c7aed3e2,0,1,0,103.9855913435,220.7124938965,35.0811354897,0.1230514247
148,a0b28da8-98b3-4050-b813-3bc74559e6b6,0,0,1,0.0,0.0,0.0,0.9656482162
149,62454f9c-6ba7-4889-8d9f-18ec5ce3ccb9,0,1,0,0.0,0.0,0.0,0.7732137289
150,a6c2f77b-faae-4008-b430-bfe79e3d1895,0,0,1,20.8421052632,14.375,2.5,0.7298408308
151,802c0fd6-33d6-4311-88db-982bf5f161ba,0,0,1,7.0,14.767183372,-11.6279684305,0.7808003955
152,7a06b590-e7cc-4a85-a818-1959d81508ee,0,0,1,-18.75,-20.7890625,4.25,0.3369708327
153,16f03072-9383-4152-80d5-db00739e0dc6,0,0,1,0.0,0.0,0.0,0.5057104806
154,848d57a2-48a7-4927-910e-bccaea4ba005,0,0,1,0.0,0.0,0.0,0.4533589334
155,87aaebfd-c924-4905-893d-d46979c125ed,0,0,1,0.0,-4.0653892245,139.8000030518,0.5288495923
156,d96268d3-631a-4c8d-b2a2-57a12c982941,0,1,0,43.4782608696,0.5,0.0,0.9905687065
157,ecb22954-90f6-427b-bcbc-c443fd42be80,0,0,1,-18.7278358753,-6.6904761905,-6.25,0.5032568301
158,35024ea3-8a86-4918-ad86-7bd1fdd193ad,0,0,1,135.9736842105,89.5454545455,78.0,0.6595537583
159,d57b86a2-a4e7-43a7-8092-319cd2860f76,0,0,1,0.0,0.0,0.0,0.9996371713
160,71417af0-647f-447e-a64a-872c70b61fd0,1,0,0,0.0,31.5789473684,16.875,0.2374408073
161,205b8e2a-5f67-4efb-b754-88995135f413,0,0,1,60.9375,64.0625,22.2250003815,0.5342365162
162,be30555d-5c0f-4c66-a2cf-0007ea84b14b,0,1,0,16.6234163284,-12.6999998093,-14.8735830307,0.3804701461
163,14f4b82f-97df-45a4-9ab1-7d33e9ada743,0,1,0,-7.2967076111,33.5582275391,46.8884307841,0.6553054059
164,364ce3e0-f96b-4be8-87f1-245385650087,0,1,0,0.0,0.0,0.0,0.6926618481
165,ddc862f3-c45a-4132-b275-9b18970eff89,1,0,0,0.0,34.0384615385,-24.7058823529,0.6089294509
166,806d0a79-93e8-4b60-ace2-4168f7ff9e5d,0,0,1,74.8386859894,36.1110801697,364.3097991943,0.3229128884
167,c7eeb8ad-d80b-469f-9467-31feb4197e51,0,1,0,226.2772514343,-9.375,-249.3539942691,0.3634361346
168,8ddc93e1-b542-40bb-b67d-d6f720fd6663,0,0,1,-6.203125,1.5740740741,0.5,0.6813455885
169,58b09677-5028-435c-91a4-e5702a95db94,0,0,1,-8.5969232412,216.8434211575,6.3499999046,0.5172904562
170,85316f83-6f9f-40db-8152-871cf05bf8f8,0,0,1,0.0,0.0,0.0,0.8362799071
171,0dad2ff4-8562-48d7-8d6b-61e101e8a3e0,0,1,0,0.0,0.0,0.0,0.8781999503
172,962208f2-02ed-4ade-9bea-7d9e99a576e5,0,0,1,459.1504030517,7.2463834551,36.6728506088,0.846517106
173,1a97234a-d379-4f32-b912-5177076d6462,0,0,1,3323.4968623409,-899.0925982931,15.0,0.639776558
174,d1c3ada3-8d64-496c-ad1a-18fb7b5f75bf,0,1,0,0.0,0.0,0.0,0.998164035
175,22a64ae9-8b2d-4ea7-862f-9daa1eb45799,0,0,1,0.0,0.0,0.0,0.9319674474
176,c4d109b2-508c-4d71-b6ee-051bc9b10442,0,0,1,0.0,0.0,0.0,0.4105898
177,e207b763-bab5-4ccb-9104-cc6ee9f0b87d,0,0,1,1879.5345571418,-201.0972406724,0.5,0.9833802882
178,a20e31db-d357-43df-9aaf-1621d5c9bc5c,0,0,1,0.6296875253,-1.8296874911,7.4375,0.2965871213
179,de1ce388-d0b5-4b2a-89b1-2f0ecb699ec5,0,0,1,0.0,0.0,0.0,0.6461322787
180,5d5c98b4-2db4-4e63-8c35-533cb701fd20,0,0,1,2.9313826894,9.1281248629,4.7624998093,0.4871978276
181,0317ee73-628a-47ae-b06f-0398093f35ca,0,0,1,24.2744312944,0.4055862427,12.5,0.5159537078
182,df344652-3bac-4109-a029-040c867250b5,0,0,1,-511.3382276452,146.6382417679,315.7351379395,0.8643618344
183,12a11ba5-0d22-4354-810d-f5476bdad8a2,0,0,1,0.0,0.0,0.0,0.7680031353
184,3c6732a5-a2aa-4d08-82ca-a7b5d5b54714,0,0,1,173.0846405029,-36.540430069,139.5348205566,0.529763332
185,a7de1d9f-849c-4f8e-a6bf-d755bbaf18ec,0,0,1,3.1368547678,-1.1297288338,1.9578284025,0.8606130733
186,2d865b1a-9b8b-45ba-9a23-9a94c51986dc,0,1,0,-2.1420139737,0.75,-22.8937509325,0.8725191996
187,7ab94475-8f9d-4e46-9d9f-51bc9eb494cf,0,0,1,0.0,0.0,0.0,0.794456099
188,930bbebc-9c69-4507-ac21-e6b4de499c40,1,0,0,0.0,0.0,0.0,0.4248101188
189,55693791-5d28-436b-9962-b1420c5f5d49,0,0,1,36.7776000329,76.8599957466,25.3879547119,0.5220933459
190,77601ac1-4784-4c3e-951f-a7180de1e316,0,0,1,69.53125,9.4791666667,10.4295793474,0.3797491806
191,7d530951-aa14-496e-9e6f-ab97b2cc9125,0,0,1,-1.1160714286,-11.5340909091,-2.0,0.7565899017
192,804cc09e-e043-4d00-830f-05afd72976a9,0,0,1,0.0,0.0,0.0,0.9999641873
193,9d8e1037-028c-40f1-82ad-67e390f1e1c1,0,0,1,0.0,0.0,0.0,1.0
194,f0fe2b4c-1272-4c1f-8198-3677af86f94f,0,1,0,-58.336309433,-22.5000004768,-58.336309433,1.0
195,02883629-4023-4dde-88aa-1e5c8461097a,0,0,1,1.5142857143,17.25,-3.0,0.6986689592
196,f3c33f52-6b90-4796-9331-0eb786a37fc5,0,0,1,0.0,0.0,0.0,0.2384068408
197,caf854ce-b4f7-4a91-9768-6693681ae949,0,0,1,-73.7083333333,-12.3611111111,11.484816134,0.4391521918
198,01d701a4-f687-4dbe-8181-0e19fe69cef0,0,0,1,1.9402439117,-0.966963223,5.1902499199,0.1929609938
199,c9fd1b9b-65e4-4950-a8ee-11d1539916d7,0,1,0,0.0,0.0,0.0,0.4610040432
200,76d67a54-4d47-4804-80ff-8c15b9f4cb6c,0,0,1,0.0,0.0,0.0,0.9922797575
201,9be472f4-c3de-4d14-b047-1e65aed69cb5,1,0,0,-7.345000267,-48.4947242737,0.2921672549,0.5444080722
202,68f5176d-4c12-4f88-a7dc-971096f3956f,0,0,1,8.8392857143,13.6052631579,-10.25,0.4193989178
203,bfb5e353-0592-40aa-93af-202a03e631c4,0,1,0,28.5135478358,2.4130001068,-17.3684210526,0.4995625264
204,9fff7432-ac70-4ced-aa74-30799bc33a31,0,0,1,12.7440968619,-15.3939391627,2.3875999451,0.8568804873
205,a1e3e850-ebf7-4857-90fc-5f10b7d19ce8,0,0,1,3559.9381175322,370.4228084789,35.0,0.3920912444
206,36a1d7e6-4b53-408a-9e52-0a019e1902ff,0,0,1,0.9329737377,-1.9433373451,0.5,0.457909026
207,d82884f3-cc91-488c-bec7-36925eb74c60,0,0,1,0.0,0.0,0.0,0.9820014621
208,c3f8ff81-eebc-4949-9ff7-aa510ed96a91,0,1,0,221.9964660645,41.0,-164.873480743,0.3358601002
209,0167f51f-5730-4636-b23b-a85febed30e4,1,0,0,0.0,0.0,0.0,0.4080258915
210,e2b2f526-fd38-47ed-9c1b-48c793101630,1,0,0,-0.7937499881,123.397601201,-187.0233709717,0.9876858194
211,80651f88-46c2-41d8-a5bd-bf0583621aae,0,1,0,121.9492144775,11.1125001907,8.3343751431,0.4704765541
212,eb50fb80-89c5-4faf-a429-0053d06a464d,0,0,1,0.0,0.0,0.0,0.5189976223
213,b42487d3-fdac-4d91-95ef-ed87f17e8933,0,0,1,139.7058823529,136.0294117647,10.0,0.8965615739
214,bd63c275-904d-4de6-bcf9-072323b9a80b,0,0,1,34.8329474408,70.2604166667,4.5,0.6650640645
215,d0bb7512-e6e6-461f-a310-686f9e82d2d3,0,0,1,2.3849999428,6.7873016842,1.0,0.9297810339
216,706bcca8-bf33-47cf-9952-f2d5e882f9f8,0,1,0,0.0,0.0,0.0,0.4923549369
217,f9c859ca-96f9-4a34-97da-2ee98f8c84ca,0,0,1,-256.9253488428,86.4536402776,143.6488647461,0.4987927267
218,ecdd509c-1eb8-4881-9287-69a7737979fa,0,0,1,-35.3088737937,57.746153847,-7.7692375183,0.3403417829
219,cf6fade3-47b1-47cc-ac0b-6ce9f637fa19,0,0,1,1243.0453233803,271.9937363588,0.5,0.8376888977
220,6ad8de2a-63e1-4393-9e06-233bd66adb02,1,0,0,0.0,133.9285714286,284.1803894043,0.6799724482
221,b6fa035f-5386-4154-8cd8-413a40473c4f,0,1,0,1.1111111111,149.2976379395,-1.0410876804,0.7478444048
222,5ae541b3-9441-40c9-a713-7aca5103a95b,0,0,1,51.9430007935,51.9430007935,1.2573000193,0.9437491313
223,3e868f68-0a93-4866-91a1-3ccdd69029c7,0,0,1,0.0,0.0,0.0,1.0
224,afd1cafc-c889-4495-8b02-f08ad7d01374,0,0,1,0.0,0.0,0.0,0.8928828238
225,e457389c-6645-49c7-96a1-ce6d86d73d3e,0,0,1,0.0,0.0,0.0,0.923275759
226,3ab96ea7-9794-43b8-9d24-738a9cb3c8cf,0,1,0,-2.7272727273,6.0,18.8275862069,0.5062559325
227,0e63734e-48df-45f2-8659-a2e501cb64ff,1,0,0,2.5,4.5138888889,0.0,0.6970538309
228,10c26995-4dcb-4992-9a58-18dc15601a06,0,1,0,91.9285714286,-304.4262084961,593.7265258789,0.9407983302
229,7b1d8d4f-3846-4e18-a09c-bf1a1000c9c6,0,1,0,-0.0001857281,1.2032643557,-0.000431776,0.4646384452
230,bfeedf65-c84c-4cd5-90f2-c41620ed1410,0,1,0,-201.2784712315,30.0,40.3846153846,0.7429323084
231,e6b191b6-fa89-472b-b823-7a9d27c6c195,0,1,0,5.3125,0.0,-2.8125,0.4929910198
232,7559ff7f-bef6-44a4-abdf-2e0ce87c084c,0,0,1,27.0720520258,27.0720680475,43.554649353,0.9557592807
233,57df1d1e-4002-4350-98b6-2eba569cfcf2,0,0,1,0.0,0.0,0.0,1.0
234,d8b3c602-892d-46f9-a446-e579020284ee,1,0,0,0.0,0.0,0.0,0.6833459965
