,uuid,center_x,center_y,center_z,direction_x,direction_y,direction_z,end_closed,end_reachable,facet_count,length,radius
1349,c4f0ba55-f0e7-45cb-8ef7-a62a95128e20,362.9268778161,482.0000152588,330.0000191032,0.0,-1.0,0.0,True,False,94,1.0000305176,14.9999960432
1349,c4f0ba55-f0e7-45cb-8ef7-a62a95128e20,362.9268809961,488.0,330.0000189573,0.0,-1.0,0.0,True,False,106,3.0,19.0000028529
1349,c4f0ba55-f0e7-45cb-8ef7-a62a95128e20,457.9268702583,280.0999984741,440.000014283,1.6528e-06,-0.9999999994,5.3961e-06,True,False,75,108.8000707113,5.9999973646
1349,c4f0ba55-f0e7-45cb-8ef7-a62a95128e20,457.9268964908,280.0999984734,220.00001815,-2.52375e-05,-0.9999999685,3.41222e-05,True,False,75,108.8005117891,5.999989475
1349,c4f0ba55-f0e7-45cb-8ef7-a62a95128e20,697.9268814658,280.0999984741,440.0000143314,-8.2852e-06,-0.9999999984,-4.6281e-06,True,False,75,108.8001168273,5.9999966804
1349,c4f0ba55-f0e7-45cb-8ef7-a62a95128e20,697.9269025717,280.0999984751,220.0000083365,-6.8284e-06,-0.9999999494,5.33458e-05,True,False,75,108.8006476851,5.9999881428
1349,c4f0ba55-f0e7-45cb-8ef7-a62a95128e20,798.4268887121,270.835678794,330.0000142289,-0.4999993282,-0.8660257916,-1.8066e-06,True,False,74,8.0000755301,12.5000014651
1350,f6e75e6f-94d8-441b-ba1b-7306c4d08ea2,0.8025737746,-41.7285930215,3.9499996417,0.0010677222,-0.0001129311,0.9999454814,True,True,242,0.101754216,0.8057184772
1351,4a2525b6-45c6-4fe6-a508-a31adfbb0937,3.561e-07,20.9999999659,3.4749999046,0.0,0.0,1.0,True,True,0,1.25,4.9999999211
1352,831297e6-a1bb-455a-a2f1-286e82ddcd9e,-5.0000000583,69.1457013959,0.9818766128,7.27e-08,0.366501351,0.930417519,True,True,200,6.6975429371,12.5000001462
1353,2e3a52e3-ca17-4bd5-a86d-c66318dc23d0,100.5,3.672154088e-17,-3.796697919e-18,-1.0,-3.653885154e-19,3.777803981e-20,True,True,88,25.0,18.0799998523
1353,2e3a52e3-ca17-4bd5-a86d-c66318dc23d0,450.75,1.12e-08,-3.695349047e-16,-1.0,-1.232268702e-17,8.198222862e-19,True,False,88,9.5,17.4999998165
1353,2e3a52e3-ca17-4bd5-a86d-c66318dc23d0,451.0,2.09e-08,3.4374755e-16,1.0,-1.000007192e-17,7.621897079e-19,True,True,88,10.0,16.5800000591
1354,85a4df39-5302-472f-989d-0f20c91fd9ff,-2.5597081877,-6.5152048355,14.875,0.0,0.0,-1.0,True,True,230,0.8500003815,0.9999999971
1355,602a742e-af6b-40ef-b214-14548be1a752,6.212738189e-17,809.625,3.878382607e-16,7.755907142e-18,1.0,4.790344495e-19,True,True,84,12.6999511719,4.7624998093
1356,684f413e-f8e8-4e05-967c-6f2a5a6f2554,-1.120921243e-23,-1.120921251e-23,19.8225030899,0.0,0.0,-1.0,True,False,196,1.3999919891,19.2999993352
1357,8ef02261-6888-49e8-ba2b-ccf3ac106291,-44.8750001253,81.9999999538,18.1352496147,0.0,0.0,-1.0,True,False,188,7.7104997635,14.979500422
1357,8ef02261-6888-49e8-ba2b-ccf3ac106291,-44.8750000802,24.9999999343,18.1312499046,0.0,0.0,-1.0,True,False,188,7.7025003433,14.9794999793
1357,8ef02261-6888-49e8-ba2b-ccf3ac106291,-44.8750000499,82.0000001656,-4.4000000954,0.0,0.0,-1.0,True,True,180,12.8000001907,12.6999998395
1357,8ef02261-6888-49e8-ba2b-ccf3ac106291,-44.8750000499,25.0000000002,-4.4000000954,0.0,0.0,-1.0,True,True,180,12.8000001907,12.7000000483
1357,8ef02261-6888-49e8-ba2b-ccf3ac106291,-44.8750000416,25.0000001383,7.6999998093,0.0,0.0,1.0,True,True,188,7.3999996185,15.0800000781
1357,8ef02261-6888-49e8-ba2b-ccf3ac106291,-44.8750000278,81.9999999592,7.6999998093,0.0,0.0,1.0,True,True,188,7.3999996185,15.0800004954
1357,8ef02261-6888-49e8-ba2b-ccf3ac106291,-44.8749999081,24.9999999598,23.1459999084,0.0,0.0,1.0,True,True,188,0.5079994202,14.0699998054
1357,8ef02261-6888-49e8-ba2b-ccf3ac106291,-44.8749999046,81.9999999413,23.1499996185,0.0,0.0,1.0,True,True,188,0.5,14.0700000972
1358,b3836f9b-66ee-4966-880f-c2d26666b504,10.25,-7.564412823e-21,-6.583650106e-18,1.0,-7.37991495e-22,-6.423073274e-19,True,True,236,4.5,3.5999999046
1359,dc151df5-c370-4a6e-8c79-d40652024c64,-17.5000000973,14.0,1.74e-08,1.174996816e-20,-1.0,4.696158475e-19,True,False,208,6.0,10.4774999737
1359,dc151df5-c370-4a6e-8c79-d40652024c64,38.5,9.0000001639,2.171181153e-17,1.0,1.458027993e-21,5.639435927e-19,True,True,208,2.0,8.3500001737
1360,258632f6-ce4b-481f-a2af-3f1c5613d647,-22.5000000434,65.0,53.9711432257,0.0,1.0,0.0,True,True,152,20.0,7.4999999983
1360,258632f6-ce4b-481f-a2af-3f1c5613d647,-20.0,65.0,-46.0,0.0,1.0,0.0,True,True,152,20.0,9.0
1360,258632f6-ce4b-481f-a2af-3f1c5613d647,22.5000001055,65.0,-23.9711430918,0.0,1.0,0.0,True,True,152,20.0,7.5000000558
1361,3a53d6de-32e1-438e-878f-b4aa116ffd9a,-3e-10,10.75,-1.382e-07,0.0,-1.0,0.0,True,True,0,1.5,13.5000000189
1361,3a53d6de-32e1-438e-878f-b4aa116ffd9a,0.0,43.2000007629,1.382e-07,0.0,1.0,0.0,True,True,0,1.5,13.5000000189
1361,3a53d6de-32e1-438e-878f-b4aa116ffd9a,1e-10,9.25,-7.78e-08,0.0,-1.0,0.0,True,True,0,1.5,11.9999999517
1361,3a53d6de-32e1-438e-878f-b4aa116ffd9a,1e-10,0.75,-2.905e-07,0.0,-1.0,0.0,True,True,0,1.5,10.7500000378
1362,d0ca482b-bb61-4f61-b8f0-0a9078d7bd4d,4e-10,25.625,-7.646e-07,0.0,-1.0,0.0,True,True,0,1.25,5.4099999644
1363,a2ee67c4-6b38-4beb-bd75-5cc5b2800a44,-1.077557575e-23,-1.077557575e-23,51.8753681183,0.0,0.0,-1.0,True,True,152,12.3245353699,18.923000134
1364,9df7c4e7-b64c-4ac4-a640-b760e857c0f3,-28.0,-7.800016311e-23,2.0,-6.452297386e-20,1.302468049e-17,-1.0,True,True,0,4.0,36.0
1365,1d87634f-026c-4a1d-97b3-e0178494b8ab,-14.875,-6.018530846e-24,-6.018530846e-24,-1.0,0.0,0.0,True,True,208,0.25,19.9999998436
1365,1d87634f-026c-4a1d-97b3-e0178494b8ab,14.875,-6.018530846e-24,-6.018530846e-24,1.0,0.0,0.0,True,True,208,0.25,19.9999998436
1365,1d87634f-026c-4a1d-97b3-e0178494b8ab,18.0,8.809142261e-18,-1.057054813e-17,1.0,4.893970338e-19,-5.872524322e-19,True,True,208,6.0,17.0
1366,7d168b4b-bf80-43d1-bf8c-8bef7d202ad1,-35.8775005341,-26.3719999145,-9.5250129827,1.0,0.0,0.0,True,False,202,0.1270027161,1.3208019392
1366,7d168b4b-bf80-43d1-bf8c-8bef7d202ad1,-35.8775005341,26.3719998411,-9.5250129827,1.0,0.0,0.0,True,False,202,0.1270027161,1.3208019392
1366,7d168b4b-bf80-43d1-bf8c-8bef7d202ad1,-26.3720126952,-35.8775005341,-9.5250000288,0.0,1.0,0.0,True,False,202,0.1270027161,1.3208019524
1366,7d168b4b-bf80-43d1-bf8c-8bef7d202ad1,-26.3720126952,35.8775005341,-9.5250000288,0.0,-1.0,0.0,True,False,202,0.1270027161,1.3208019524
1366,7d168b4b-bf80-43d1-bf8c-8bef7d202ad1,26.3719871122,-35.8775005341,-9.5250000288,0.0,1.0,0.0,True,False,202,0.1270027161,1.3208019732
1366,7d168b4b-bf80-43d1-bf8c-8bef7d202ad1,26.3719871122,35.8775005341,-9.5250000288,0.0,-1.0,0.0,True,False,202,0.1270027161,1.3208019732
1366,7d168b4b-bf80-43d1-bf8c-8bef7d202ad1,35.8775005341,26.3719998411,-9.5249870604,-1.0,0.0,0.0,True,False,202,0.1270027161,1.3208019262
1366,7d168b4b-bf80-43d1-bf8c-8bef7d202ad1,35.8775005341,-26.3719999145,-9.5249870604,-1.0,0.0,0.0,True,False,202,0.1270027161,1.3208019262
1367,56db52f0-fbeb-4a0c-badd-3bef4c82efa4,-7.0,-4.034919416e-19,-2.885654857e-21,-1.0,-5.764170594e-20,-4.122364082e-22,True,True,240,11.0,3.0999999046
1367,56db52f0-fbeb-4a0c-badd-3bef4c82efa4,-0.75,-4.283687725e-20,9.080174268e-23,1.0,5.711583633e-20,-1.210689902e-22,True,True,240,1.5,2.9749999046
1368,18bf6224-9d94-4887-b086-1a7b2b57584e,11.5,18.3661155701,3.3658093214,0.0,0.0,-1.0,True,True,0,0.0999996662,0.049955368
1368,18bf6224-9d94-4887-b086-1a7b2b57584e,11.5,30.8661155701,3.3658093214,0.0,0.0,-1.0,True,True,0,0.0999996662,0.049955368
1368,18bf6224-9d94-4887-b086-1a7b2b57584e,32.4999980927,18.3661155701,3.3658093214,0.0,0.0,-1.0,True,True,0,0.0999996662,0.049955368
1368,18bf6224-9d94-4887-b086-1a7b2b57584e,32.4999980927,30.8661155701,3.3658093214,0.0,0.0,-1.0,True,True,0,0.0999996662,0.049955368
1369,08b65890-3fcf-46a8-aff5-d09a001af659,-54.6461195121,-0.475339148,77.9322548444,-0.9999333665,-0.0095630817,0.000591048,True,True,64,0.7026687456,0.4627111523
1369,08b65890-3fcf-46a8-aff5-d09a001af659,-38.7459708404,-38.5470466016,76.3794708601,-0.7185977992,-0.6954161013,-0.000125336,True,False,50,0.7089542321,0.3283823808
1369,08b65890-3fcf-46a8-aff5-d09a001af659,-19.8891367341,-51.1049244921,73.5145154293,-0.3746543777,-0.9271618092,-0.0001753168,True,True,65,1.0730984051,0.3470220736
1369,08b65890-3fcf-46a8-aff5-d09a001af659,21.1817650055,50.5491232569,80.9401301039,0.3745563581,0.9272012357,0.0001891462,True,True,65,1.041937319,0.347021522
1369,08b65890-3fcf-46a8-aff5-d09a001af659,39.7372312407,37.5084673326,78.1024901135,0.7176653364,0.6963792687,-0.0003084503,True,False,50,0.7089716569,0.3283834641
1369,08b65890-3fcf-46a8-aff5-d09a001af659,54.647617812,0.4784531715,76.0677462305,0.999947972,0.0078880126,-0.0005887111,True,True,64,0.7026706758,0.4627115366
1370,34b3fd14-8248-4cc2-80aa-64d77f480145,1e-10,9.0,4.5e-09,0.0,1.0,0.0,True,True,0,2.0,3.9999999836
1371,79399e67-d936-4168-88bc-19570dcba1f4,-41.9999961853,-43.4599462515,-23.2999996434,1.0,0.0,0.0,True,True,0,7.0,6.0000000488
1372,05dc20dd-1a74-4c51-b693-a8777c57f16c,30986.6499459139,-38.749433874,6823.4250488281,0.0,0.0,-1.0,True,False,116,6.3500976562,3.1750124684
1373,d7c779d6-4e6b-4fcb-b602-0da11b78cafc,-1.83e-08,40.0000008554,-0.75,5.250068477e-17,7.503497832e-19,1.0,True,True,0,1.5,14.0000003213
1373,d7c779d6-4e6b-4fcb-b602-0da11b78cafc,-2.6e-09,40.0000003179,11.75,5.159288012e-18,-7.110922174e-20,1.0,True,True,0,23.5,13.0749996955
1374,1a0ad3ea-16ac-4e23-b919-f3c0c54a0d7d,-2.5,0.0,0.0,1.0,0.0,0.0,True,True,164,1.0,2.9500000477
1375,043e0fb7-815e-49c3-9854-d9dc897516bf,11.1728372574,-120.0598754883,-44.6106357574,0.0,0.0,-1.0,True,True,72,1.4500007629,2.0
1376,90494103-3f2d-4212-ad4e-3d62c1adce37,0.0,45.0,49.0,0.0,0.0,-1.0,True,False,0,2.0,2.9000000954
1376,90494103-3f2d-4212-ad4e-3d62c1adce37,0.0,45.0,-49.0,0.0,0.0,1.0,True,False,0,2.0,2.9000000954
1376,90494103-3f2d-4212-ad4e-3d62c1adce37,3.78605e-05,44.9998380302,-50.9370053114,0.0001906884,-0.0007915112,0.999986982,True,False,0,1.8805211735,4.0000063086
1376,90494103-3f2d-4212-ad4e-3d62c1adce37,0.0001271464,45.0000075644,50.9359241893,0.0006172624,4.13642e-05,-0.9999815038,True,False,0,1.8767962877,4.00000928
1377,592c3006-f6e3-402c-ab23-9e27485ec506,-20.0,2.5,-4.930120269e-18,1.791312684e-19,-1.0,1.972048107e-18,True,True,160,3.0,2.0
1377,592c3006-f6e3-402c-ab23-9e27485ec506,0.0,2.5,20.0,0.0,-1.0,0.0,True,True,160,3.0,2.0
1377,592c3006-f6e3-402c-ab23-9e27485ec506,0.0,2.5,-20.0,0.0,-1.0,0.0,True,True,160,3.0,2.0
1377,592c3006-f6e3-402c-ab23-9e27485ec506,20.0,2.5,-4.930120269e-18,1.791312684e-19,-1.0,1.972048107e-18,True,True,160,3.0,2.0
1378,c057f823-7c91-4ec8-83ad-9ea5dc6042fa,-9.314e-07,-1.8e-09,42.5,0.0,0.0,1.0,True,True,0,85.0,4.5000000423
1379,a2da1c06-81a1-49a5-af09-93cc4ab82f46,-33.25,6.625,-21.0,0.0,-1.0,0.0,True,False,208,0.75,1.5
1379,a2da1c06-81a1-49a5-af09-93cc4ab82f46,-33.25,-6.625,-21.0,0.0,1.0,0.0,True,False,208,0.75,1.5
1380,603ff8f0-4955-4d03-810c-5c0219a55bb8,5.2896428e-18,27.3999996185,-3.243068361e-19,1.93052242e-19,1.0,-1.183559846e-20,True,False,208,6.7999992371,19.5
1381,37af8bf5-b0a9-4e0d-8a9b-862889657382,-32.4243019148,15270.0986188183,-1427.5841674832,4.4593e-05,1.77254e-05,-0.9999999157,True,False,422,5.5002804268,1.6500254273
1381,37af8bf5-b0a9-4e0d-8a9b-862889657382,-12.6776804904,15270.0986427772,-1436.8343375172,-0.999998757,2.95662e-05,-1.59902e-05,True,False,587,44.0003402964,5.0499809309
1381,37af8bf5-b0a9-4e0d-8a9b-862889657382,2.5756977456,15270.0986181575,-1427.5841674824,4.45385e-05,1.76261e-05,-0.9999999157,True,False,422,5.5002801401,1.6500254558
1381,37af8bf5-b0a9-4e0d-8a9b-862889657382,22.3227946998,15258.2754887913,-1431.8342284992,1.42856e-05,-4.74082e-05,0.9999999231,True,False,404,6.0002079448,2.0999614338
1382,06a9a206-01fd-4995-a10d-12c91f77212f,-138.0000000558,44.9999999681,5.25,0.0,0.0,1.0,True,True,132,9.5,3.5699997821
1382,06a9a206-01fd-4995-a10d-12c91f77212f,-138.0000000558,-45.0000000319,5.25,0.0,0.0,1.0,True,True,132,9.5,3.5699997821
1382,06a9a206-01fd-4995-a10d-12c91f77212f,-135.0000000552,85.4999999561,5.25,0.0,0.0,1.0,True,True,132,9.5,3.5699996447
1382,06a9a206-01fd-4995-a10d-12c91f77212f,-135.0000000552,-85.5000000439,5.25,0.0,0.0,1.0,True,True,132,9.5,3.5699996447
1382,06a9a206-01fd-4995-a10d-12c91f77212f,-103.0,45.0,5.25,0.0,0.0,1.0,True,True,132,9.5,3.5699996948
1382,06a9a206-01fd-4995-a10d-12c91f77212f,-103.0,-45.0,5.25,0.0,0.0,1.0,True,True,132,9.5,3.5699996948
1382,06a9a206-01fd-4995-a10d-12c91f77212f,111.6019992315,-93.0000000572,5.25,0.0,0.0,1.0,True,True,132,9.5,3.5699998578
1382,06a9a206-01fd-4995-a10d-12c91f77212f,111.6019992315,92.9999999428,5.25,0.0,0.0,1.0,True,True,132,9.5,3.5699998578
1383,ba15ac7a-cf2d-4f68-bd75-7b94a0c08421,36.4709865074,186.4769265349,-22.8722708134,5.6425e-06,2.125e-06,1.0,True,True,0,12.0000039003,12.5000002523
1384,855000a4-aa6c-4632-b5f7-f03f8a050aea,9.8999998569,0.0,37.5,0.0,0.0,1.0,True,True,216,5.0,4.0
1384,855000a4-aa6c-4632-b5f7-f03f8a050aea,29.9000004106,-2.776e-07,37.5,0.0,0.0,1.0,True,True,216,5.0,4.0000004783
1385,7f24e372-cd58-447a-8883-2b9ed1d4b1de,0.0,0.0,-13.4000000954,2.562776442e-20,1.337736163e-18,1.0,True,False,0,1.0999994278,4.0
1386,23430b89-e4a2-42cf-866c-b62c31e96c57,-0.0144643499,-8.554125896e-24,12.3964099884,2.203220063e-21,-6.43289305e-19,1.0,True,True,224,3.2071800232,8.4300001632
1386,23430b89-e4a2-42cf-866c-b62c31e96c57,-0.0144643499,-8.554125896e-24,-12.3964099884,5.526637058e-21,4.385039289e-19,-1.0,True,True,224,3.2071800232,8.4300001632
1387,2151325f-87a7-4d36-a5f8-2133679d379f,-3.9e-09,-1.9e-09,1.6538689733,0.0,0.0,-1.0,True,True,224,0.8000000715,17.1110314361
1388,a0c22b43-47e1-46d7-9085-38330ec8b4c9,1.046e-07,4e-10,62.1500015259,0.0,0.0,-1.0,True,True,222,0.5,12.9999999635
1389,40124c0d-084f-42f1-bc80-78accd5af470,-52.0,-55.0,0.75,0.0,0.0,-1.0,True,True,180,2.5,3.25
1389,40124c0d-084f-42f1-bc80-78accd5af470,-52.0,55.0,0.75,0.0,0.0,-1.0,True,True,180,2.5,3.25
1389,40124c0d-084f-42f1-bc80-78accd5af470,0.0,-35.0,0.75,0.0,0.0,-1.0,True,True,180,2.5,3.25
1389,40124c0d-084f-42f1-bc80-78accd5af470,0.0,35.0,0.75,0.0,0.0,-1.0,True,True,180,2.5,3.25
1389,40124c0d-084f-42f1-bc80-78accd5af470,47.0,-55.0,0.75,0.0,0.0,-1.0,True,True,180,2.5,3.25
1389,40124c0d-084f-42f1-bc80-78accd5af470,47.0,55.0,0.75,0.0,0.0,-1.0,True,True,180,2.5,3.25
1390,6ad247df-17e6-4590-8354-4570ec8aa178,27.4033436775,-3.1762671455,226.8742419304,1.0,0.0,0.0,True,True,0,26.9387273788,2.3750009653
1391,f6e27e07-ac8f-4ced-aea7-8f8eb798999d,4.231779685e-25,-12.3499999046,-4.231779651e-25,0.0,-1.0,0.0,True,True,0,5.6999998093,7.5
1391,f6e27e07-ac8f-4ced-aea7-8f8eb798999d,2.174194289e-24,-4.75,-2.174194302e-24,0.0,-1.0,0.0,True,True,0,9.5,8.5
1392,1fa15e10-1594-40ad-ad77-995b31e22c0b,115.5999984741,-35.1603421739,119.4103199284,-1.0,0.0,0.0,True,True,140,8.0,9.9999996988
1392,1fa15e10-1594-40ad-ad77-995b31e22c0b,115.5999984741,-75.1599740427,119.2387549279,-1.0,0.0,0.0,True,True,140,8.0,10.0000008493
1392,1fa15e10-1594-40ad-ad77-995b31e22c0b,115.5999984741,84.8394737129,119.5820499339,-1.0,0.0,0.0,True,True,140,8.0,9.9999991184
1392,1fa15e10-1594-40ad-ad77-995b31e22c0b,115.5999984741,44.839473693,119.5819698294,-1.0,0.0,0.0,True,True,140,8.0,10.0000004443
1392,1fa15e10-1594-40ad-ad77-995b31e22c0b,115.5999984741,4.8393819434,119.581886617,-1.0,0.0,0.0,True,True,140,8.0,10.0000002335
1393,83959bdc-74bc-466c-b853-60289f2a85a1,7.2383342389,-33.1123418692,3.75,0.0,0.0,1.0,True,False,140,0.5,1.0436258751
1394,a9f660cf-f3c8-4c8c-b7af-d4a6d0048a97,-44.4999999839,4.3499999046,31.0000006038,0.0,1.0,0.0,True,True,184,12.6999998093,3.2217015356
1394,a9f660cf-f3c8-4c8c-b7af-d4a6d0048a97,-44.4999999839,4.3499999046,-31.0000006307,0.0,1.0,0.0,True,True,184,12.6999998093,3.2217015356
1394,a9f660cf-f3c8-4c8c-b7af-d4a6d0048a97,-28.513999939,9.0,37.625,0.0,0.0,-1.0,True,False,184,1.6500015259,1.5
1394,a9f660cf-f3c8-4c8c-b7af-d4a6d0048a97,28.513999939,9.0,37.625,0.0,0.0,-1.0,True,False,184,1.6500015259,1.5
1394,a9f660cf-f3c8-4c8c-b7af-d4a6d0048a97,44.5000000161,4.3499999046,-31.0000006307,0.0,1.0,0.0,True,True,184,12.6999998093,3.2217015356
1394,a9f660cf-f3c8-4c8c-b7af-d4a6d0048a97,44.5000000161,4.3499999046,31.0000006038,0.0,1.0,0.0,True,True,184,12.6999998093,3.2217015356
1395,66c352d1-ed7e-4f9f-96c5-0bca73eb4460,-41.899684906,5.0,16.5412397385,0.0,0.0,-1.0,True,True,0,0.3809986115,2.3377132416
1395,66c352d1-ed7e-4f9f-96c5-0bca73eb4460,-41.8995113373,-5.0,16.550951004,0.0,0.0,-1.0,True,True,0,0.3810005188,2.3377132416
1396,e67bb6dc-0972-47dd-830f-8138834e58eb,0.0,-94.9000015259,0.0,0.0,-1.0,0.0,True,True,188,67.8000030518,4.0
1397,deab8052-adf1-4876-8fc7-7d18c820fa43,40.9999987327,5.488003842,-7.8600737955,0.0002471946,-0.0006339301,-0.9999886658,True,True,132,10.0290443133,1.2499998351
1398,2a185981-ff33-4bff-bd6f-1406327f8e87,-66.0,-3.947254996e-16,6.367098463e-16,-1.0,-5.980689344e-18,-4.418187625e-17,True,True,104,2.0,14.0
1399,8bc2737d-f382-4ae3-9cb0-e1a7a187b7fc,-2.350988698e-24,-2.350988698e-24,6.75,5.028509251e-17,8.834819585e-19,1.0,True,True,0,1.5,12.5
1400,eba00a63-6025-460d-910a-25df01c71864,2.436e-07,39.9999998967,-2.5,0.0,0.0,-1.0,True,True,134,5.0,10.0000000499
1401,c78c9191-1ab6-4c2d-939e-fab4bc3cedbd,5e-10,2.0499999821,-1.0998e-06,0.0,1.0,0.0,True,True,0,2.4999999404,6.4999996919
1402,ecfc98ad-f1c5-4446-aa96-fcb317947ab6,4e-09,4e-09,-3.4861498475,0.0,0.0,-1.0,True,True,0,10.1599997282,33.2739998011
1403,e0f2887a-b55b-4d9b-99bf-639ebd29071c,-3e-09,-3e-09,53.9750003815,8.912295187e-17,4.358203575e-17,1.0,True,False,0,6.3500022888,19.0500000659
1403,e0f2887a-b55b-4d9b-99bf-639ebd29071c,-3e-09,-3e-09,15.8749995232,0.0,0.0,-1.0,True,False,0,6.3499994278,19.0500000659
1403,e0f2887a-b55b-4d9b-99bf-639ebd29071c,-4.85364453e-24,-4.85364453e-24,76.2000007629,2.971024057e-17,1.452883781e-17,1.0,True,True,0,12.7000045776,12.7000000136
1403,e0f2887a-b55b-4d9b-99bf-639ebd29071c,-1.895954835e-24,-1.895954835e-24,11.1124999523,4.951166884e-17,2.42106415e-17,1.0,True,False,0,9.5250000954,15.875
1404,1f3844a5-d1b0-443e-8c74-25a7e7712604,-14.0,14.0,17.0,0.0,0.0,1.0,True,True,188,1.0,2.0
1404,1f3844a5-d1b0-443e-8c74-25a7e7712604,-14.0,-14.0,17.0,0.0,0.0,1.0,True,True,188,1.0,2.0
1404,1f3844a5-d1b0-443e-8c74-25a7e7712604,0.0,27.5,15.0,0.0,0.0,1.0,True,True,188,5.0,2.0
1404,1f3844a5-d1b0-443e-8c74-25a7e7712604,0.0,-27.5,15.0,0.0,0.0,1.0,True,True,188,5.0,2.0
1404,1f3844a5-d1b0-443e-8c74-25a7e7712604,14.0,-14.0,17.0,0.0,0.0,1.0,True,True,188,1.0,2.0
1404,1f3844a5-d1b0-443e-8c74-25a7e7712604,14.0,14.0,17.0,0.0,0.0,1.0,True,True,188,1.0,2.0
1405,63026949-54df-4a27-9056-b604e7dd0174,-12.195306778,1.4999690056,70.9000282288,0.0,1.0,0.0,True,True,144,1.0,2.7000007629
1405,63026949-54df-4a27-9056-b604e7dd0174,-12.1953066178,-1.0000309944,70.9000309042,0.0,1.0,0.0,True,True,144,4.0,4.4999995787
1405,63026949-54df-4a27-9056-b604e7dd0174,12.1953066508,-1.0000309944,70.9000309042,0.0,1.0,0.0,True,True,144,4.0,4.4999995787
1405,63026949-54df-4a27-9056-b604e7dd0174,12.195306778,1.4999690056,70.9000282288,0.0,1.0,0.0,True,True,144,1.0,2.7000007629
1406,98c64dc7-49af-4bc9-8358-d424b1288deb,-3.71607147e-24,-3.71607147e-24,-0.7620000243,-8.598297781e-17,-9.712570834e-19,-1.0,True,True,192,1.5240000486,11.1125001277
1407,5ed7894c-7ac7-4ea6-afc0-555e90bc1770,10.98432827,-1.43e-08,3e-10,1.0,0.0,0.0,True,True,0,10.0,26.697695063
1408,f3da9b53-57f6-443c-9850-800fc299c4ce,-34.0,15.125,0.0,0.0,-1.0,0.0,True,True,0,3.75,2.5
1408,f3da9b53-57f6-443c-9850-800fc299c4ce,-24.0416307449,15.125,24.0416297913,0.0,-1.0,0.0,True,True,0,3.75,2.5
1408,f3da9b53-57f6-443c-9850-800fc299c4ce,-24.0416307449,15.125,-24.0416297913,0.0,-1.0,0.0,True,True,0,3.75,2.5
1408,f3da9b53-57f6-443c-9850-800fc299c4ce,0.0,15.125,-34.0,0.0,-1.0,0.0,True,True,0,3.75,2.5
1408,f3da9b53-57f6-443c-9850-800fc299c4ce,0.0,15.125,34.0,0.0,-1.0,0.0,True,True,0,3.75,2.5
1408,f3da9b53-57f6-443c-9850-800fc299c4ce,1.264643839e-23,6.5,-1.264643856e-23,0.0,-1.0,0.0,True,True,0,13.0,20.5
1408,f3da9b53-57f6-443c-9850-800fc299c4ce,3.277090133e-23,21.5,-3.277090051e-23,0.0,1.0,0.0,True,True,0,3.0,32.99999985
1408,f3da9b53-57f6-443c-9850-800fc299c4ce,24.0416307449,15.125,24.0416297913,0.0,-1.0,0.0,True,True,0,3.75,2.5
1408,f3da9b53-57f6-443c-9850-800fc299c4ce,24.0416307449,15.125,-24.0416297913,0.0,-1.0,0.0,True,True,0,3.75,2.5
1408,f3da9b53-57f6-443c-9850-800fc299c4ce,34.0,15.125,0.0,0.0,-1.0,0.0,True,True,0,3.75,2.5
1409,9a4895e2-8ec5-4176-a6f7-804f747b62ee,2.379e-07,-18.917593956,3e-10,0.0,-1.0,0.0,True,True,174,2.9648113251,19.1040000225
1410,d7d91402-31cd-4273-a477-ec73c2edc674,-49.8720000493,-6.0000000037,-9.016998019,1.6212e-06,-0.9999999688,-1.1767e-05,True,True,172,6.0000712347,3.0000001249
1411,96d58e83-7066-4cb4-bb1c-92075006b004,-120.5938339233,22.7494812012,5.0,0.0,0.0,1.0,True,True,0,10.0,1.5121612549
1412,1e4c6b2e-d32a-45d6-937d-8a00b42ac799,43.5609998885,17.4624996185,-120.6753998414,0.0,1.0,0.0,True,True,0,3.1749992371,6.3499999941
1412,1e4c6b2e-d32a-45d6-937d-8a00b42ac799,43.5609999736,17.4624996185,-184.1754009678,0.0,1.0,0.0,True,True,0,3.1749992371,6.3500005549
1412,1e4c6b2e-d32a-45d6-937d-8a00b42ac799,202.3109994567,17.4624996185,-184.1754012663,0.0,1.0,0.0,True,True,0,3.1749992371,6.3499998031
1412,1e4c6b2e-d32a-45d6-937d-8a00b42ac799,202.3109994969,17.4624996185,-120.6753998509,0.0,1.0,0.0,True,True,0,3.1749992371,6.349999301
1413,fdd618bc-7275-4765-a56d-5a7e5f9335f7,0.0,-75.9500007629,0.0,0.0,-1.0,0.0,True,True,212,3.7000045776,2.0
1413,fdd618bc-7275-4765-a56d-5a7e5f9335f7,1.0799e-06,-72.2000007797,3.2924e-06,0.0001241919,-0.9999932322,-0.0002909242,True,True,211,3.8018930294,3.0000003087
1413,fdd618bc-7275-4765-a56d-5a7e5f9335f7,0.0003167005,-59.4500007538,-0.0038974082,-2.4776e-06,-0.9999998182,4.37571e-05,True,True,211,21.7003769712,4.2499995667
1414,8758009e-ae70-473c-b1a5-3d79c53deef8,-3.377148294e-23,-3.377148294e-23,125.0,0.0,0.0,1.0,True,False,0,2.0,33.5000001562
1415,603183b4-ae5f-4ad6-9ab3-186ab64ac16a,-61.2999992371,0.0,0.0,-1.0,0.0,0.0,True,True,192,2.0,2.0
