,uuid,center_x,center_y,center_z,direction_x,direction_y,direction_z,end_closed,end_reachable,facet_count,length,radius
366,f2357808-5ae6-4e97-8331-cf3bb716d415,-0.0001581877,35.0000001615,0.00018225,-2.73073e-05,-0.999999781,2.26056e-05,True,True,156,70.0003540862,5.0000002985
367,b049a480-e827-41d3-a240-da5a40d60d68,0.0,-1.6547374129,-8.5,0.0,0.0,-1.0,True,True,0,3.0,3.0
368,8bff6f97-fddc-4182-ac27-b6c770a8663b,0.0,0.0,132.0,2.963261245e-21,-2.284622555e-19,1.0,True,True,184,14.0,4.0
369,f5da1a71-5583-4baa-97b9-a3f758de6fc3,-1.9176e-06,7.5,-1.8e-09,-1.291966201e-21,-1.0,2.979419213e-21,True,True,234,14.0,3.5000005914
370,79b41d91-e8bb-4dc7-9516-587ef19dc06e,3.8099999428,-2.730175274e-24,-2.730175292e-24,-1.0,0.0,0.0,True,True,236,7.6199998856,4.7624998093
371,063f190d-6dcb-4900-aaa9-f1f6b11d6bad,40.0,-6.933347849e-23,3.0,0.0,0.0,1.0,True,True,116,1.0,6.0
371,063f190d-6dcb-4900-aaa9-f1f6b11d6bad,40.0000000828,-1.27e-07,8.2600002289,0.0,0.0,1.0,True,True,104,9.5200004578,4.7624999813
372,7ff0ab48-da13-41bd-882f-545613c35d6e,-1.235e-07,1.234e-07,-1.25,0.0,0.0,1.0,True,False,0,1.5,33.7452211595
372,7ff0ab48-da13-41bd-882f-545613c35d6e,-7e-10,2.086e-07,1.25,0.0,0.0,-1.0,True,False,0,1.5,33.7452213103
373,97a2d31e-791e-4aef-9e5f-8aa763f3daf7,-6.7182e-06,-7.5958e-06,4.0000002725,0.0003319719,0.0004009826,-0.9999874554,True,True,203,8.0078069958,7.5000039715
374,90ddf902-328b-4c1d-ad95-41bec7dbe82d,-1.28e-07,-5.1481128123,-2.5,0.0,0.0,-1.0,True,True,0,5.0,9.9999999656
375,6d456b59-386f-450b-8103-7bb7a1b97c96,114.5499992371,-3.075148664e-17,1.691954471e-17,1.0,-1.582689872e-19,-7.608008551e-18,True,True,192,21.2999954224,10.0
375,6d456b59-386f-450b-8103-7bb7a1b97c96,126.9000015259,-5.951384467e-17,2.697329263e-16,-1.0,4.689821744e-19,-4.411980597e-17,True,False,192,1.0,10.0
376,0f33a9cb-f017-485d-862a-87ec3fd41c8e,-1.14886077e-21,0.25,-6.250971677e-20,-4.59544308e-21,1.0,-2.500388671e-19,True,True,0,1.0,1.9500000477
377,27e4953e-a3a4-4c0a-92a7-7a7a7c773e94,-2.139137072e-24,-2.139137072e-24,106.3781394958,-6.134275238e-20,-4.917233173e-21,1.0,True,True,192,15.9062728882,8.4311933517
378,d8df4b2e-4167-4249-9e68-5c84e46f45c1,1.053466034e-19,0.25,18.6415939331,-4.213864135e-19,-1.0,8.864741861e-21,True,True,1142,0.5,2.5
378,d8df4b2e-4167-4249-9e68-5c84e46f45c1,1.727914094e-19,0.25,-11.9748687744,-6.911656376e-19,-1.0,2.73822978e-20,True,True,1142,0.5,2.5
379,2caaac2c-f8fd-42dc-8457-8c8638ace2dc,-52.0,11.5,-52.0,0.0,1.0,0.0,True,True,172,3.0,1.5
379,2caaac2c-f8fd-42dc-8457-8c8638ace2dc,52.0,11.5,52.0,0.0,1.0,0.0,True,True,172,3.0,1.5
380,90615f38-6edf-41e1-b25e-d4e4dc8171fe,1.2e-08,-11.6840000153,-1.2e-08,0.0,-1.0,0.0,True,False,204,2.031999588,19.0245999857
381,b4f41aaa-109c-4964-bafa-987f8b16f960,-0.0001316677,114.1863569856,-3.23521e-05,3.2617e-06,-0.9999999755,5.353e-07,True,False,0,140.4377978472,11.1850222844
382,5015e9b5-270e-4f9f-94fa-50da654a675e,-8e-10,9.5,-32.4999998456,-2.511156352e-19,-1.0,1.431226288e-20,True,False,172,17.0,17.5000000974
382,5015e9b5-270e-4f9f-94fa-50da654a675e,32.4999998456,9.0,3.7e-09,0.0,-1.0,0.0,True,False,172,18.0,17.5000000974
383,0f2174a7-0635-4316-bad5-72ffd8afb661,143.8670000962,-105.4433021545,1.54e-08,1.004385226e-19,1.0,3.955235777e-18,True,True,64,25.4000015259,3.7164986918
384,204fbbb8-dd36-48fa-91a8-5eb4eaa9de1e,-2.864e-07,-3e-10,-9.5,0.0,0.0,-1.0,True,True,0,19.0,7.5000000215
385,b81b1fa1-8484-413d-91c2-07fbec4309eb,-51.7274151212,31.0212968818,-51.1781091807,-2.53635e-05,-4.5853e-06,0.9999999063,True,False,0,85.0002171464,4.2500070107
385,b81b1fa1-8484-413d-91c2-07fbec4309eb,-51.7269745124,31.0214154697,-6.1781101227,0.0,0.0,-1.0,True,False,0,1.0,4.4999994545
386,20b0486b-2697-4a1b-a81f-a4e61ec628f4,8.15392e-05,0.0,3.0999999642,0.0,0.0,1.0,True,True,246,4.9999998808,0.4999592304
387,7f72bfeb-7df4-4525-bc54-c83404e51ac2,26.5,-3e-10,2.92e-07,1.0,1.223778994e-19,3.598504065e-21,True,True,226,21.0,4.9999998655
387,7f72bfeb-7df4-4525-bc54-c83404e51ac2,41.0,-3e-10,5.129e-07,1.0,0.0,0.0,True,True,226,8.0,3.8999992428
388,61595f8c-ceeb-4301-b9a1-bcdb6d5c8790,-16.5749998093,20.0,-3.3e-08,1.0,-4.8e-09,-4.4e-09,True,False,208,15.1499996627,3.4000000954
388,61595f8c-ceeb-4301-b9a1-bcdb6d5c8790,-6.770846944e-24,-6.770846944e-24,7.5000011921,0.0,-3.41461532e-16,-1.0,True,False,208,4.0000014305,14.9999997431
388,61595f8c-ceeb-4301-b9a1-bcdb6d5c8790,16.5749998093,20.0,6.9e-09,-1.0,-6.6e-09,9e-10,True,False,208,15.1499996637,3.4000000954
389,177342a6-198c-47cb-9120-d42f9476420c,-2.261089306e-20,128.75,1.707390207e-17,-1.757363937e-22,1.0,1.326129494e-19,True,True,0,4.0,31.7500000853
390,f7f6e06a-07f4-4b02-aeb5-42b9ecbd9dbd,-2.516129277e-24,-2.516129277e-24,2.3018749654,-2.386507855e-18,-2.578160744e-17,1.0,True,True,0,3.0162499547,9.1440000534
391,91c4d6fa-74ca-4861-8bc8-f6c097f810df,-1.807440105e-24,-1.807440096e-24,9.0,0.0,0.0,1.0,True,True,220,2.0,15.5
392,c046dd38-2512-4ef6-a765-05e47bb41964,1.79e-08,-1009.5,2.37e-08,0.0,-1.0,0.0,True,True,74,31.0,8.0000000236
392,c046dd38-2512-4ef6-a765-05e47bb41964,1.79e-08,1009.5,2.37e-08,0.0,1.0,0.0,True,True,74,31.0,8.0000000236
393,6b683247-8e06-40b5-b51b-37abdc9048c4,25.1900806427,-7.000061512,15.0,0.0,0.0,1.0,True,True,196,6.0,2.5
394,a8054a42-748d-49ae-a4da-5d566e8e4622,3.8999997378,-13.1203760754,8.4999981347,0.0003571392,0.9999787048,5.42179e-05,True,True,234,5.3661109381,9.5000014044
395,1c89f2de-f50b-4c46-9141-4f11d3ceba8e,4.298426664e-17,8.25,1.929670519e-17,5.210214047e-18,1.0,2.33899466e-18,True,True,216,8.5,5.0
396,cbf45371-526d-4545-a2d4-01762c4adb37,-26.8064336777,11.5507798195,62.9494781494,0.0,1.0,0.0,True,True,100,4.3260526657,2.8574991226
396,cbf45371-526d-4545-a2d4-01762c4adb37,-26.8064224689,11.5516558127,5.7995133625,0.0003009177,0.9995275504,-0.0027309366,True,True,104,4.3399919129,2.8575135186
396,cbf45371-526d-4545-a2d4-01762c4adb37,-15.8764975428,-9.2175650597,28.7547289919,0.0,1.0,0.0,True,False,130,1.1429929733,4.7625002906
396,cbf45371-526d-4545-a2d4-01762c4adb37,15.1420834826,-1.1530977769,66.4009193826,-0.0011562321,0.9999990333,-3.11839e-05,True,True,112,2.0399982411,3.4924993492
396,cbf45371-526d-4545-a2d4-01762c4adb37,18.5636582375,-13.7135734558,15.287504673,0.0,-1.0,0.0,True,True,112,0.0001506805,3.4924998283
396,cbf45371-526d-4545-a2d4-01762c4adb37,18.5636582375,-7.8840982914,15.287504673,0.0,1.0,0.0,True,True,112,3.8099265099,3.4924998283
397,a15179d8-398e-4eda-84d2-85c423b840a6,-101.6000001777,41.8464984894,63.4999997486,0.0,1.0,0.0,True,True,148,1.3969993591,7.1120003624
397,a15179d8-398e-4eda-84d2-85c423b840a6,-101.6000001777,41.8464984894,-63.4999998523,0.0,1.0,0.0,True,True,148,1.3969993591,7.1120003624
397,a15179d8-398e-4eda-84d2-85c423b840a6,101.6000003089,41.8464984894,63.4999997486,0.0,1.0,0.0,True,True,148,1.3969993591,7.1120003624
397,a15179d8-398e-4eda-84d2-85c423b840a6,101.6000003089,41.8464984894,-63.4999998523,0.0,1.0,0.0,True,True,148,1.3969993591,7.1120003624
398,2db7c865-db6b-453e-9508-aac575b0375d,13.4504814148,-3.6594e-05,-5.24e-08,-1.0,1.427178625e-21,2.187274082e-20,True,True,0,9.7009620667,0.749999876
399,3235fb42-7001-4ece-b187-d4c87c82f2eb,-3e-10,-116.6348467805,154.9686964998,-7.006e-07,0.0610487633,-0.9981347847,True,True,0,3.4495462773,19.9999997509
400,0c2a519d-cd92-4e73-ad7f-562bc97e85d1,25.2000005406,65.5466499281,14.7572390015,2.31e-07,-0.1045283468,0.9945219076,True,True,0,4.5000026333,3.0000008662
400,0c2a519d-cd92-4e73-ad7f-562bc97e85d1,128.1999969482,46.5512823114,12.7607452498,-3.14e-08,-0.1045283746,0.9945219047,True,True,0,4.500001689,3.0000005835
400,0c2a519d-cd92-4e73-ad7f-562bc97e85d1,190.5,8.5605449614,8.7677579519,2.48e-08,-0.1045284277,0.9945218991,True,True,0,4.5000008619,3.0000001118
400,0c2a519d-cd92-4e73-ad7f-562bc97e85d1,260.0499962283,63.7922920359,14.5728487428,8.16e-08,-0.1045281642,0.9945219268,True,True,0,4.5000032826,2.9999997616
401,4215cfa6-81f7-47d2-a337-c47404daca22,25.7266349792,33.2588834763,7.2458817959,0.0,-1.0,0.0,True,True,232,4.6999988556,3.0000002384
402,74dfa5ce-ec43-4b4b-81b0-653b90b5ef96,85.5,58.75,9.0,0.0,0.0,1.0,True,True,0,6.0,2.5
403,0d46430e-3014-44bd-8caf-1548c422b773,-2180.0000007978,-2.7184e-06,131.0000000002,3.41358e-05,-9.66305e-05,-0.9999995446,True,True,0,20.002457771,12.000004647
403,0d46430e-3014-44bd-8caf-1548c422b773,-2179.9999999335,-535.9999866663,130.9999997885,4.50913e-05,-9.15683e-05,-0.9999995014,True,True,0,20.0024486453,12.0000066771
403,0d46430e-3014-44bd-8caf-1548c422b773,-2179.9999992898,535.9999937375,131.0001987586,-0.0001337704,-0.0001154689,-0.9999988722,True,True,0,20.0046363837,12.000010645
403,0d46430e-3014-44bd-8caf-1548c422b773,-1892.0000008535,-2.7278e-06,131.0000000002,3.46755e-05,-9.66296e-05,-0.9999995429,True,True,0,20.0024625079,12.0000062206
403,0d46430e-3014-44bd-8caf-1548c422b773,-1892.0000002555,-535.9999945644,130.9999998368,4.59046e-05,-9.18147e-05,-0.9999995015,True,True,0,20.002462958,12.0000115205
403,0d46430e-3014-44bd-8caf-1548c422b773,-1891.9999999844,535.9999994706,131.0001513729,-0.0001319486,-0.0001093692,-0.9999988922,True,True,0,20.004415448,12.0000143539
404,cae5dfde-6a04-432f-9a88-c8e62be15be6,-2e-10,19.024600029,-3.21e-08,0.0,1.0,0.0,True,True,0,0.0507984161,41.2750003104
404,cae5dfde-6a04-432f-9a88-c8e62be15be6,1.6e-09,0.7937499881,2.174e-07,0.0,-1.0,0.0,True,True,0,1.5874999762,44.4246001867
405,ccb05c67-6069-4bfe-a683-9fd93dc24969,-4.068526902e-23,-4.068526902e-23,2.0,1.697781598e-20,-9.730251576e-20,1.0,True,True,0,2.0,51.999999723
406,994e46ed-5ac2-4998-ad42-9cf9859aa0bc,23.523812776,16.9514769838,-8.1029e-06,-0.000136747,0.9999980608,0.0002975027,True,True,186,5.1447480849,1.9049995675
406,994e46ed-5ac2-4998-ad42-9cf9859aa0bc,51.2688180849,16.9514770508,2.5202e-06,0.0,1.0,0.0,True,True,186,5.1435012817,1.9049993748
406,994e46ed-5ac2-4998-ad42-9cf9859aa0bc,75.7555851281,5.8421107261,-10.7844711728,-2.8119e-06,-9.31517e-05,-0.9999965794,True,True,227,3.8319446149,4.7603066398
407,f4696c51-1451-4a1c-b012-3f1484fddab6,-142.2504272461,3.0737748659,13.066140441,-1.0,0.0,0.0,True,False,174,0.0566101074,3.189999944
407,f4696c51-1451-4a1c-b012-3f1484fddab6,-140.565353027,3.0737732015,13.0661371625,-0.9999824181,0.0002707104,0.0005420033,True,False,173,1.8920174236,4.3499996084
407,f4696c51-1451-4a1c-b012-3f1484fddab6,40.5478836225,3.0737769492,13.0661364142,0.9999824153,-0.0004867295,0.0003606494,True,False,173,1.8920283177,4.3499996481
407,f4696c51-1451-4a1c-b012-3f1484fddab6,42.2329559326,3.0737748039,13.0661379463,1.0,0.0,0.0,True,False,174,0.0566177368,3.1899998834
408,18517195-2cd5-420a-8a56-f9474cf9885e,-0.0001652219,-99.9997067841,78.761250305,0.0003316585,-0.0002686455,0.9999921492,True,True,224,6.0597220315,8.4652449487
408,18517195-2cd5-420a-8a56-f9474cf9885e,-2.4e-09,-100.0000002157,69.5299987814,2.8599e-05,-2.15325e-05,-0.9999999634,True,True,208,6.420604113,8.4650721428
409,de84d131-89ef-464a-874e-f589559622eb,-34.3500003815,5.8000001907,8.75,0.0,1.0,0.0,True,True,172,3.0,1.5
409,de84d131-89ef-464a-874e-f589559622eb,-30.25,5.8000001907,26.25,0.0,1.0,0.0,True,True,172,3.0,1.5
409,de84d131-89ef-464a-874e-f589559622eb,-30.0999994278,5.8000001907,40.5999984741,0.0,1.0,0.0,True,True,172,3.0,1.5
409,de84d131-89ef-464a-874e-f589559622eb,-17.8000001907,5.8000001907,26.000005722,0.0,1.0,0.0,True,True,172,3.0,1.5
409,de84d131-89ef-464a-874e-f589559622eb,-16.9500002861,5.8000001907,43.75,0.0,1.0,0.0,True,True,172,3.0,1.5
409,de84d131-89ef-464a-874e-f589559622eb,-6.6499998569,5.8000001907,43.75,0.0,1.0,0.0,True,True,172,3.0,1.5
409,de84d131-89ef-464a-874e-f589559622eb,-4.2000000477,5.8000001907,32.0,0.0,1.0,0.0,True,True,172,3.0,1.5
409,de84d131-89ef-464a-874e-f589559622eb,8.7999997139,5.8000001907,32.0,0.0,1.0,0.0,True,True,172,3.0,1.5
409,de84d131-89ef-464a-874e-f589559622eb,9.6500000954,5.8000001907,43.75,0.0,1.0,0.0,True,True,172,3.0,1.5
409,de84d131-89ef-464a-874e-f589559622eb,22.1999998093,5.8000001907,32.0,0.0,1.0,0.0,True,True,172,3.0,1.5
409,de84d131-89ef-464a-874e-f589559622eb,22.9499998093,5.8000001907,43.75,0.0,1.0,0.0,True,True,172,3.0,1.5
409,de84d131-89ef-464a-874e-f589559622eb,34.9499988556,5.8000001907,43.75,0.0,1.0,0.0,True,True,172,3.0,1.5
409,de84d131-89ef-464a-874e-f589559622eb,36.25,5.8000001907,26.250005722,0.0,1.0,0.0,True,True,172,3.0,1.5
410,18ea6a6b-550c-4516-8180-c89d947a107a,-82.4000004291,31.8000000466,-50.1000003815,0.0,0.0,1.0,True,True,232,0.2000007629,8.4999999323
410,18ea6a6b-550c-4516-8180-c89d947a107a,-82.3999999684,31.7999999612,-50.3999996185,0.0,0.0,1.0,True,True,232,0.3999977112,11.5000000513
411,9812d33f-bc73-4f23-8119-e26dbc418047,5.164357953e-16,49.1998004913,-3.389697877e-16,-1.04967049e-17,-1.0,6.889657601e-18,True,True,216,28.6003990173,16.5587746288
412,041922b3-d643-4d29-be72-767065522c1a,-6.1e-09,3.1749999523,149.8600006104,-1.9e-09,1.0,-6.2e-09,True,False,0,6.3499999664,4.7625002861
412,041922b3-d643-4d29-be72-767065522c1a,1.46e-08,3.1749999523,-149.8600006104,4.6e-09,1.0,-1.51e-08,True,False,0,6.3500000545,4.7625002861
413,9b66227c-d554-4c19-b7a4-2230723513e2,-326.75,15.0000000598,271.3999999525,-1.0,0.0,0.0,True,True,0,2.5,12.9999987557
413,9b66227c-d554-4c19-b7a4-2230723513e2,23.75,15.0000000598,271.3999999525,1.0,0.0,0.0,True,True,0,2.5,12.9999987557
414,b2fe90a1-63a2-44ca-b18c-66e154e8c57d,-27.2499999822,1.6307e-06,4.3876e-06,0.9999964379,-5.08183e-05,-0.0001397939,True,True,213,13.5038671524,12.9999999265
415,7c7a6b5f-3c8d-4ca4-b4c3-1d2a75ea5e68,68.2751998931,-14.5034003258,37.4650009491,0.0,-1.0,0.0,True,False,0,0.4572000504,4.7084166845
415,7c7a6b5f-3c8d-4ca4-b4c3-1d2a75ea5e68,68.2752001791,-14.5034003258,-13.3349996166,0.0,-1.0,0.0,True,False,0,0.4572000504,4.4145031888
415,7c7a6b5f-3c8d-4ca4-b4c3-1d2a75ea5e68,119.0751998579,-14.5034003258,37.4650010222,0.0,-1.0,0.0,True,False,0,0.4572000504,4.4918540715
415,7c7a6b5f-3c8d-4ca4-b4c3-1d2a75ea5e68,119.0751999121,-14.5034003258,-13.3349994436,0.0,-1.0,0.0,True,False,0,0.4572000504,4.6949299899
415,7c7a6b5f-3c8d-4ca4-b4c3-1d2a75ea5e68,152.088568873,-33.6505362974,-23.6981991295,-4.49103e-05,0.0001109063,-0.9999986286,True,True,0,7.7479415293,3.9370006348
416,b2a4fe57-45c8-444d-9e72-f919dd33bb64,-2.949080221e-24,-2.949080221e-24,3.3999999762,0.0,0.0,1.0,True,False,216,1.2000000477,14.0
417,e877f7cd-9892-4f2e-aff5-169867242d53,0.0,0.0,2.6749999523,-1.898661878e-19,1.166266362e-18,1.0,True,True,240,5.3499999046,1.4500000477
418,ab2ffc8e-429f-42e4-9e6a-149cb62fc7f2,1.203706231e-23,10.75,-1.203706213e-23,0.0,-1.0,0.0,True,True,204,1.5,20.0
419,a4efacae-65ea-44b2-8238-d001b36684a0,18.0000076582,118.0049730371,8.9999995232,0.0,0.0,1.0,True,True,72,3.5999994278,3.749998856
419,a4efacae-65ea-44b2-8238-d001b36684a0,18.0000076582,42.0049730402,8.9999995232,0.0,0.0,1.0,True,True,72,3.5999994278,3.7499988453
420,cb199db5-43d8-4a00-a5c7-003aba4684e3,-38.0750510873,-38.8500001974,-2.0499999523,0.0,0.0,1.0,True,True,180,1.5,14.2000002067
421,474281cb-398d-4fd4-aa9a-b615503d7b44,0.0,0.0,4.6989998817,3.869377808e-19,1.116222967e-20,1.0,True,True,232,9.3979997635,4.0640001297
422,29fc39e4-47ad-4577-bbae-dab6094ff2ef,27.3500003815,1.608227857e-16,-2.046113407e-16,-1.0,2.659435553e-17,-8.994237236e-17,True,True,216,0.7000007629,6.0
423,f035c15b-ea22-443a-a654-4fe9dd8a10e2,18.9999976964,33.75,41.4999999522,0.0,-1.0,0.0,True,True,202,4.5,2.9999998837
423,f035c15b-ea22-443a-a654-4fe9dd8a10e2,18.9999977802,33.75,16.4999999851,0.0,-1.0,0.0,True,True,202,4.5,2.9999999724
423,f035c15b-ea22-443a-a654-4fe9dd8a10e2,52.9999980076,33.75,41.4999999522,0.0,-1.0,0.0,True,True,202,4.5,2.9999999354
423,f035c15b-ea22-443a-a654-4fe9dd8a10e2,52.9999980914,33.75,16.4999999851,0.0,-1.0,0.0,True,True,202,4.5,3.0000000241
424,0206f6bc-7dc8-40e6-ace5-1fba18673f69,17.7697949409,69.9522323608,5.2500001192,0.0,0.0,-1.0,True,True,72,7.4999997616,3.5
424,0206f6bc-7dc8-40e6-ace5-1fba18673f69,77.7697945201,69.9522328899,5.2500001192,0.0,0.0,-1.0,True,True,72,7.4999997616,3.5000009617
425,a2842d53-5d2e-4cc7-b3fc-80eb6c5b00a9,26.0,4.0,-13.8999996185,0.0,1.0,0.0,True,False,220,8.0,2.0
425,a2842d53-5d2e-4cc7-b3fc-80eb6c5b00a9,26.0,4.0,13.8999996185,0.0,1.0,0.0,True,False,220,8.0,2.0
425,a2842d53-5d2e-4cc7-b3fc-80eb6c5b00a9,40.0,4.0,-13.8999996185,0.0,1.0,0.0,True,False,220,8.0,2.0
425,a2842d53-5d2e-4cc7-b3fc-80eb6c5b00a9,40.0,4.0,13.8999996185,0.0,1.0,0.0,True,False,220,8.0,2.0
426,30b3a5ee-1f14-4c00-af42-1d8b2b1dbb8e,2.1500000954,-1.5,-5.4000000954,0.0,0.0,-1.0,True,True,0,2.6999998093,9.7249999046
427,0c9c82a9-49a0-4731-aba3-2edae268472a,0.0,0.0,-0.1299999952,5.984089192e-21,3.027390422e-20,1.0,True,False,212,0.2599999905,4.1999998093
428,156643a2-1e2d-4259-91e0-b3dd207d18a2,-67.3036499023,-2.597809743e-17,-6.567697662e-17,1.0,3.859833621e-19,9.758307069e-19,True,True,184,1.5874938965,16.6649401037
428,156643a2-1e2d-4259-91e0-b3dd207d18a2,67.3036499023,-2.597809743e-17,6.567695991e-17,-1.0,3.859833621e-19,-9.758307069e-19,True,True,184,1.5874938965,16.6649401037
429,5f2c9168-3f8a-4307-b91c-7dfb18cd4575,0.0,0.0,5.625,-2.786315002e-19,-1.182227901e-20,1.0,True,True,0,11.25,4.5
430,dd8b8cad-b54a-4d4f-a042-3abb853f3564,-3.700101621e-17,20.5749998093,-3.141183697e-17,0.0,1.0,0.0,True,False,192,8.8500003815,1.1749999524
431,b1d4bdac-78f9-4412-8419-5e93f700b901,1.20370619e-23,-231.5,-1.203706193e-23,0.0,-1.0,0.0,True,True,156,15.0,19.9999999372
432,d6471661-921e-4497-b743-a298d0741930,5.898160546e-24,1.5,-5.898160298e-24,0.0,-1.0,0.0,True,True,220,3.0,14.0
433,5b1b0532-2d5b-486e-a379-ea1f4634af71,-0.7371931076,-120.2707214355,53.407535553,-1.0,0.0,0.0,True,True,0,2.8999996185,1.5
433,5b1b0532-2d5b-486e-a379-ea1f4634af71,4.2128071785,-120.2707214355,53.407535553,-1.0,2.42e-08,-2.3e-09,True,True,0,7.0000010995,3.0000000847
433,5b1b0532-2d5b-486e-a379-ea1f4634af71,14.1628074646,-120.2707214355,53.407535553,1.0,0.0,0.0,True,True,0,2.7000007629,1.5
434,892828a8-ba7d-4f65-86aa-ea93458f98c1,1.7145000398,0.0,0.0,1.0,0.0,0.0,True,True,228,1.905000031,3.1749999523
434,892828a8-ba7d-4f65-86aa-ea93458f98c1,37.8333015442,0.0,0.0,-1.0,0.0,0.0,True,True,228,1.5494003296,3.1749999523
435,1ef13460-0535-4d24-946e-ef22fc379038,-1e-10,22.7126121521,-1.78e-08,0.0,1.0,0.0,True,True,0,12.4867744446,19.0499999477
435,1ef13460-0535-4d24-946e-ef22fc379038,5e-10,31.876999855,9.28e-08,0.0,1.0,0.0,True,True,0,5.8420009613,14.2875000962
435,1ef13460-0535-4d24-946e-ef22fc379038,1e-09,1.3969999552,1.134e-07,0.0,-1.0,0.0,True,True,0,2.7939999104,38.7350000091
436,50516f1e-c771-4e43-a7a3-1d4995ee265d,3.2e-08,-9.4000000954,-2.46e-08,5.71221981e-16,1.0,4.356178606e-16,True,True,216,0.1999998093,8.8000000086
437,95b5f51f-7605-41c9-886b-450f1a3dd93a,-6.688593321e-16,-40.639998436,-9.532612223e-16,-1.645815495e-17,-1.0,-2.34562303e-17,True,True,0,71.1199970245,44.4500005157
437,95b5f51f-7605-41c9-886b-450f1a3dd93a,1.585171538e-16,40.639998436,0.0,3.900519205e-18,1.0,3.630836322e-17,True,True,0,71.1199970245,44.4500005157
438,6de30894-1849-4371-b1a9-eba8832e6eb8,-4.552e-07,4.488e-07,65.8084487915,0.0,0.0,1.0,True,False,0,6.954788208,4.599499783
439,143ba6f8-6155-4847-8b57-c93a0a590c76,0.9000000358,-3.089843407e-19,-2.457091104e-21,1.0,-3.433159205e-19,-2.730101119e-21,True,True,244,0.6000000238,3.5
439,143ba6f8-6155-4847-8b57-c93a0a590c76,6.0000000023,7.3329e-06,-1.234e-07,0.9999999323,2.20532e-05,1.02575e-05,True,True,242,3.6000733413,1.5000002784
440,fdcb829b-00c3-412e-a083-58f8bb5f90e4,-92.4710611667,-368.0834403147,628.0934753418,0.0,0.0,1.0,True,False,96,0.200012207,19.3891986843
440,fdcb829b-00c3-412e-a083-58f8bb5f90e4,-92.4710611667,-368.0834403147,487.3436737061,0.0,0.0,-1.0,True,False,96,0.1999816895,19.3891986843
441,276b6c52-0cad-497b-988f-ecc61022957d,0.0,0.0,2.5,0.0,0.0,-1.0,True,True,240,5.0,1.1000000238
441,276b6c52-0cad-497b-988f-ecc61022957d,0.0,0.0,6.0,0.0,0.0,-1.0,True,True,240,2.0,2.0
442,4f7bfa15-1d10-43dc-9a58-540bcf0f415e,-6.5999999046,16.0000004768,-44.0,1.0,0.0,0.0,True,True,180,2.0,2.5
442,4f7bfa15-1d10-43dc-9a58-540bcf0f415e,-6.5999999046,10.0,-68.0,1.0,0.0,0.0,True,True,180,2.0,2.5
442,4f7bfa15-1d10-43dc-9a58-540bcf0f415e,-6.5999999046,60.0,-72.0,1.0,0.0,0.0,True,True,180,2.0,2.5
442,4f7bfa15-1d10-43dc-9a58-540bcf0f415e,-6.5999999046,75.0,-53.773601532,1.0,0.0,0.0,True,True,180,2.0,2.5
442,4f7bfa15-1d10-43dc-9a58-540bcf0f415e,-6.5999999046,12.3495998383,-7.5,1.0,0.0,0.0,True,True,180,2.0,2.5
442,4f7bfa15-1d10-43dc-9a58-540bcf0f415e,-6.5999999046,50.6445007324,-12.0,1.0,0.0,0.0,True,True,180,2.0,2.5
442,4f7bfa15-1d10-43dc-9a58-540bcf0f415e,-6.5999999046,95.0,-12.0,1.0,0.0,0.0,True,True,180,2.0,2.5
442,4f7bfa15-1d10-43dc-9a58-540bcf0f415e,-6.5999999046,120.0,-40.0,1.0,0.0,0.0,True,True,180,2.0,2.5
442,4f7bfa15-1d10-43dc-9a58-540bcf0f415e,-6.5999999046,140.0,-68.0,1.0,0.0,0.0,True,True,180,2.0,2.5
442,4f7bfa15-1d10-43dc-9a58-540bcf0f415e,-6.5999999046,140.0,-40.0,1.0,0.0,0.0,True,True,180,2.0,2.5
442,4f7bfa15-1d10-43dc-9a58-540bcf0f415e,-6.5999999046,140.0,-12.0,1.0,0.0,0.0,True,True,180,2.0,2.5
443,ed1ad137-c0d4-4a1e-a8da-caea7c51664e,-88.878036499,34.2501144409,-10.25,0.0,0.0,1.0,True,False,0,0.5,5.0
443,ed1ad137-c0d4-4a1e-a8da-caea7c51664e,-88.8602321154,34.2500933923,-7.500000116,0.0002687216,7.30063e-05,-0.9999970729,True,False,0,15.0025048852,4.4997262929
443,ed1ad137-c0d4-4a1e-a8da-caea7c51664e,-42.2598066957,34.2501144945,-13.0,0.0,0.0,-1.0,True,True,0,4.0,4.4999998992
443,ed1ad137-c0d4-4a1e-a8da-caea7c51664e,-42.2598064623,34.2501144871,-10.25,0.0,0.0,1.0,True,False,0,0.5,4.9999999477
444,fd3324ff-c61b-4ffa-910d-b0f937f206d1,-227.5190582275,-269.6972808838,0.0,-1.0,0.0,0.0,True,True,388,3.0,1.6750030518
444,fd3324ff-c61b-4ffa-910d-b0f937f206d1,-225.8190536499,-269.6972808838,0.0,-1.0,0.0,0.0,True,True,396,0.4000091553,2.4749999046
444,fd3324ff-c61b-4ffa-910d-b0f937f206d1,-219.0940551758,-269.6972812388,-3.205e-07,1.0,0.0,0.0,True,True,396,7.8500061035,3.774999417
444,fd3324ff-c61b-4ffa-910d-b0f937f206d1,-215.1734237672,-269.6972910082,-2.8302e-05,0.9999999915,5.4084e-06,1.19233e-05,True,False,552,16.7087950303,1.5099974636
